variant_id	variant_class	sv_log_length	repeat_overlap	allele_frequency	is_copy_number
v135	snv	-0.73284	0	0.05141	0
v136	snv	-0.73284	0	0.01	0
v137	snv	-0.73284	0	0.02728	0
v138	snv	-0.73284	0	0.01213	0
v139	small_indel	-0.09201	0	0.01	0
v140	str_vntr_repeat	1.46134	1	0.01	0
v141	deletion_short	2.12789	0	0.01	1
v142	insertion_mei	1.56396	0	0.01	0
v143	other_complex_sv	1.63799	0	0.01	0
v144	small_indel	-0.02823	0	0.01	0
v145	snv	-0.73284	1	0.01	0
v146	small_indel	0.10616	0	0.01	0
v147	snv	-0.73284	0	0.13797	0
v148	small_indel	0.13002	0	0.01092	0
v149	small_indel	-0.16416	0	0.06419	0
v150	inversion_bnd_complex	1.5193	0	0.01	0
v151	snv	-0.73284	0	0.01	0
v152	inversion_bnd_complex	0.3745	0	0.0107	0
v153	snv	-0.73284	0	0.01	0
v154	snv	-0.73284	0	0.01	0
v155	inversion_bnd_complex	0.62153	0	0.01	0
v156	inversion_bnd_complex	1.19979	0	0.01	0
v157	deletion_short	1.30327	0	0.01	1
v158	snv	-0.73284	0	0.06397	0
v159	snv	-0.73284	1	0.01	0
v160	duplication_short	2.28505	0	0.01	1
v161	str_vntr_repeat	2.07159	1	0.01	0
v162	small_indel	0.00595	0	0.01	0
v163	snv	-0.73284	0	0.01	0
v164	small_indel	0.04238	0	0.01	0
v165	snv	-0.73284	0	0.01	0
v166	snv	-0.73284	1	0.01	0
v167	small_indel	0.0905	0	0.01	0
v168	snv	-0.73284	0	0.05611	0
v169	snv	-0.73284	0	0.01	0
v170	inversion_bnd_complex	1.05267	0	0.01	0
v171	insertion_mei	2.24547	0	0.01	0
v172	snv	-0.73284	0	0.01	0
v173	snv	-0.73284	0	0.02964	0
v174	deletion_long	1.93421	0	0.01	1
v175	str_vntr_repeat	1.81678	1	0.01	0
v176	duplication_long	1.71306	0	0.01	1
v177	snv	-0.73284	0	0.22165	0
v178	duplication_long	2.14535	0	0.01	1
v179	snv	-0.73284	0	0.01	0
v180	duplication_short	1.61129	0	0.0151	1
v181	snv	-0.73284	0	0.05085	0
v182	snv	-0.73284	0	0.01	0
v183	duplication_long	1.53045	0	0.01	1
v184	small_indel	-0.10468	0	0.01	0
v185	snv	-0.73284	0	0.04192	0
v186	snv	-0.73284	0	0.01448	0
v187	small_indel	-0.05783	0	0.29326	0
v188	snv	-0.73284	0	0.01717	0
v189	small_indel	-0.30141	0	0.04423	0
v190	snv	-0.73284	0	0.01	0
v191	snv	-0.73284	0	0.01	0
v192	snv	-0.73284	0	0.01663	0
v193	snv	-0.73284	0	0.14337	0
v194	deletion_short	1.23405	0	0.01	1
v195	snv	-0.73284	0	0.08605	0
v196	snv	-0.73284	0	0.03236	0
v197	snv	-0.73284	0	0.01802	0
v198	snv	-0.73284	0	0.01013	0
v199	snv	-0.73284	0	0.0748	0
v200	snv	-0.73284	0	0.01	0
v201	inversion_bnd_complex	2.07437	0	0.01	0
v202	snv	-0.73284	0	0.01	0
v203	snv	-0.73284	0	0.01	0
v204	duplication_short	0.3021	0	0.01	1
v205	snv	-0.73284	1	0.01	0
v206	str_vntr_repeat	1.58106	1	0.01	0
v207	snv	-0.73284	0	0.01	0
v208	snv	-0.73284	0	0.01	0
v209	snv	-0.73284	0	0.04359	0
v210	duplication_short	1.00989	0	0.02512	1
v211	str_vntr_repeat	0.47103	1	0.01	0
v212	snv	-0.73284	0	0.01591	0
v213	snv	-0.73284	0	0.01	0
v214	snv	-0.73284	1	0.01	0
v215	snv	-0.73284	0	0.01	0
v216	snv	-0.73284	0	0.01	0
v217	duplication_long	0.67724	0	0.01	1
v218	snv	-0.73284	0	0.01	0
v219	snv	-0.73284	0	0.01	0
v220	str_vntr_repeat	1.23577	1	0.01	0
v221	deletion_long	1.67834	0	0.01	1
v222	snv	-0.73284	0	0.01	0
v223	str_vntr_repeat	1.98307	1	0.01	0
v224	snv	-0.73284	0	0.01	0
v225	snv	-0.73284	0	0.01	0
v226	snv	-0.73284	0	0.06045	0
v227	snv	-0.73284	0	0.06037	0
v228	insertion_mei	0.38207	0	0.01	0
v229	snv	-0.73284	0	0.07394	0
v230	duplication_short	1.32348	0	0.01	1
v231	duplication_long	1.32319	0	0.01	1
v232	snv	-0.73284	0	0.01	0
v233	snv	-0.73284	0	0.01618	0
v234	snv	-0.73284	0	0.01	0
v235	snv	-0.73284	1	0.01	0
v236	snv	-0.73284	0	0.03219	0
v237	snv	-0.73284	0	0.01	0
v238	snv	-0.73284	0	0.13522	0
v239	snv	-0.73284	0	0.01	0
v240	snv	-0.73284	0	0.01	0
v241	insertion_mei	2.13474	0	0.01	0
v242	snv	-0.73284	0	0.01	0
v243	deletion_short	1.5716	0	0.01	1
v244	other_complex_sv	1.82677	0	0.01	0
v245	snv	-0.73284	0	0.13513	0
v246	snv	-0.73284	0	0.04304	0
v247	snv	-0.73284	0	0.01	0
v248	inversion_bnd_complex	0.92162	0	0.01	0
v249	small_indel	-0.09201	0	0.01	0
v250	deletion_short	0.99824	0	0.01	1
v251	small_indel	0.10106	0	0.01	0
v252	snv	-0.73284	0	0.27816	0
v253	snv	-0.73284	1	0.01	0
v254	snv	-0.73284	0	0.01	0
v255	snv	-0.73284	0	0.01	0
v256	duplication_short	0.3223	0	0.01	1
v257	snv	-0.73284	0	0.01	0
v258	small_indel	0.05542	0	0.11361	0
v259	str_vntr_repeat	0.52176	1	0.06963	0
v260	snv	-0.73284	0	0.01	0
v261	deletion_long	2.08438	0	0.04717	1
v262	str_vntr_repeat	0.80352	1	0.01	0
v263	snv	-0.73284	0	0.01	0
v264	snv	-0.73284	0	0.04448	0
v265	duplication_short	0.97431	0	0.01	1
v266	snv	-0.73284	1	0.01	0
v267	snv	-0.73284	0	0.07352	0
v268	snv	-0.73284	0	0.12197	0
v269	snv	-0.73284	1	0.01	0
v270	small_indel	-0.30141	0	0.01	0
v271	deletion_long	0.65889	0	0.01	1
v272	insertion_mei	0.37087	0	0.01225	0
v273	other_complex_sv	1.09825	0	0.01	0
v274	snv	-0.73284	0	0.01	0
v275	snv	-0.73284	1	0.18995	0
v276	deletion_long	0.97205	0	0.01	1
v277	insertion_mei	1.63418	0	0.01	0
v278	snv	-0.73284	0	0.0712	0
v279	snv	-0.73284	0	0.01	0
v280	snv	-0.73284	0	0.01	0
v281	small_indel	-0.33559	0	0.01	0
v282	inversion_bnd_complex	0.66454	0	0.01	0
v283	snv	-0.73284	0	0.0323	0
v284	snv	-0.73284	0	0.01	0
v285	insertion_mei	2.29346	0	0.01	0
v286	deletion_short	0.37307	0	0.03856	1
v287	snv	-0.73284	0	0.01	0
v288	small_indel	-0.09201	0	0.01	0
v289	snv	-0.73284	0	0.01	0
v290	snv	-0.73284	0	0.11474	0
v291	snv	-0.73284	0	0.01	0
v292	snv	-0.73284	0	0.03202	0
v293	snv	-0.73284	0	0.07852	0
v294	snv	-0.73284	0	0.01626	0
v295	other_complex_sv	2.17489	0	0.01	0
v296	snv	-0.73284	0	0.01	0
v297	inversion_bnd_complex	2.03775	0	0.01	0
v298	snv	-0.73284	0	0.01	0
v299	snv	-0.73284	0	0.01	0
v300	small_indel	-0.01048	0	0.01	0
v301	duplication_short	0.84571	0	0.01	1
v302	insertion_mei	0.59839	0	0.04301	0
v303	snv	-0.73284	0	0.12945	0
v304	str_vntr_repeat	1.87645	1	0.01	0
v305	snv	-0.73284	0	0.02325	0
v306	snv	-0.73284	0	0.01	0
v307	small_indel	-0.14773	0	0.39204	0
v308	snv	-0.73284	0	0.04492	0
v309	other_complex_sv	1.8063	0	0.01	0
v310	snv	-0.73284	0	0.01	0
v311	snv	-0.73284	1	0.01563	0
v312	snv	-0.73284	0	0.01	0
v313	snv	-0.73284	0	0.01	0
v314	snv	-0.73284	0	0.01793	0
v315	snv	-0.73284	0	0.01	0
v316	insertion_mei	1.76419	0	0.01	0
v317	snv	-0.73284	0	0.01	0
v318	snv	-0.73284	0	0.01	0
v319	snv	-0.73284	0	0.01	0
v320	snv	-0.73284	0	0.01	0
v321	snv	-0.73284	0	0.01	0
v322	snv	-0.73284	0	0.01065	0
v323	snv	-0.73284	0	0.02704	0
v324	snv	-0.73284	0	0.04445	0
v325	inversion_bnd_complex	1.3776	0	0.01	0
v326	snv	-0.73284	0	0.02307	0
v327	deletion_long	1.56361	0	0.01	1
v328	snv	-0.73284	0	0.01	0
v329	duplication_long	1.91689	0	0.01	1
v330	insertion_mei	0.92762	0	0.09012	0
v331	insertion_mei	1.97798	0	0.01	0
v332	snv	-0.73284	0	0.01791	0
v333	other_complex_sv	0.61889	0	0.01	0
v334	deletion_long	2.26528	0	0.01	1
v335	snv	-0.73284	0	0.01	0
v336	str_vntr_repeat	1.3081	1	0.01	0
v337	other_complex_sv	1.50088	0	0.01	0
v338	deletion_long	0.3548	0	0.02808	1
v339	insertion_mei	2.13324	0	0.01	0
v340	snv	-0.73284	0	0.13184	0
v341	deletion_short	1.51107	0	0.01	1
v342	small_indel	-0.2012	0	0.01	0
v343	snv	-0.73284	0	0.01482	0
v344	str_vntr_repeat	0.68969	1	0.01	0
v345	str_vntr_repeat	1.94467	1	0.07534	0
v346	deletion_long	1.05978	0	0.04307	1
v347	snv	-0.73284	0	0.03051	0
v348	snv	-0.73284	0	0.11206	0
v349	deletion_long	1.66898	1	0.01558	1
v350	snv	-0.73284	0	0.01024	0
v351	snv	-0.73284	0	0.01	0
v352	snv	-0.73284	0	0.01	0
v353	deletion_short	0.54283	0	0.01	1
v354	snv	-0.73284	0	0.01	0
v355	duplication_long	0.64963	0	0.01	1
v356	snv	-0.73284	0	0.06655	0
v357	snv	-0.73284	0	0.01	0
v358	other_complex_sv	0.60273	0	0.01	0
v359	snv	-0.73284	0	0.05215	0
v360	str_vntr_repeat	0.46669	1	0.01	0
v361	insertion_mei	0.55403	0	0.01	0
v362	deletion_short	0.74964	0	0.01	1
v363	inversion_bnd_complex	0.63412	0	0.05797	0
v364	str_vntr_repeat	0.70945	1	0.01	0
v365	deletion_short	0.54512	0	0.01	1
v366	snv	-0.73284	0	0.01	0
v367	deletion_short	1.63968	0	0.01	1
v368	inversion_bnd_complex	1.60298	1	0.03391	0
v369	snv	-0.73284	0	0.05936	0
v370	snv	-0.73284	0	0.01	0
v371	snv	-0.73284	0	0.24495	0
v372	snv	-0.73284	0	0.03673	0
v373	snv	-0.73284	0	0.01	0
v374	deletion_long	0.33326	0	0.01	1
v375	small_indel	-0.18191	0	0.01	0
v376	snv	-0.73284	0	0.07597	0
v377	snv	-0.73284	0	0.01	0
v378	snv	-0.73284	0	0.02111	0
v379	duplication_long	1.28731	0	0.01	1
v380	snv	-0.73284	0	0.01	0
v381	snv	-0.73284	0	0.01	0
v382	small_indel	-0.37601	0	0.01	0
v383	small_indel	-0.03767	0	0.0589	0
v384	snv	-0.73284	0	0.01872	0
v385	str_vntr_repeat	0.72058	1	0.01	0
v386	deletion_long	1.45892	0	0.01692	1
v387	snv	-0.73284	0	0.09084	0
v388	snv	-0.73284	0	0.01	0
v389	snv	-0.73284	0	0.01	0
v390	inversion_bnd_complex	2.03138	0	0.01	0
v391	small_indel	0.08503	1	0.01	0
v392	snv	-0.73284	1	0.01	0
v393	snv	-0.73284	0	0.01161	0
v394	snv	-0.73284	0	0.01328	0
v395	str_vntr_repeat	2.07321	1	0.01	0
v396	snv	-0.73284	0	0.27754	0
v397	snv	-0.73284	0	0.01	0
v398	snv	-0.73284	0	0.01	0
v399	str_vntr_repeat	1.22034	1	0.0159	0
v400	duplication_long	0.65718	0	0.01	1
v401	inversion_bnd_complex	1.27728	0	0.01907	0
v402	insertion_mei	1.63353	0	0.0582	0
v403	snv	-0.73284	0	0.01	0
v404	snv	-0.73284	0	0.01	0
v405	snv	-0.73284	0	0.01	0
v406	snv	-0.73284	0	0.01	0
v407	small_indel	-0.03767	0	0.02861	0
v408	other_complex_sv	1.33063	0	0.01	0
v409	snv	-0.73284	0	0.01	0
v410	snv	-0.73284	0	0.01	0
v411	snv	-0.73284	0	0.07989	0
v412	snv	-0.73284	0	0.01	0
v413	snv	-0.73284	0	0.13459	0
v414	snv	-0.73284	0	0.01	0
v415	duplication_short	0.52307	0	0.01	1
v416	snv	-0.73284	0	0.02602	0
v417	deletion_short	0.60329	0	0.01	1
v418	snv	-0.73284	0	0.01	0
v419	snv	-0.73284	0	0.31972	0
v420	duplication_short	0.40991	0	0.01	1
v421	snv	-0.73284	0	0.01	0
v422	snv	-0.73284	0	0.01	0
v423	deletion_long	1.36577	0	0.01	1
v424	snv	-0.73284	0	0.01	0
v425	snv	-0.73284	0	0.0473	0
v426	small_indel	0.04238	0	0.01	0
v427	snv	-0.73284	0	0.01	0
v428	small_indel	0.12545	0	0.01	0
v429	inversion_bnd_complex	1.76138	0	0.01	0
v430	snv	-0.73284	0	0.01	0
v431	small_indel	0.07941	0	0.01	0
v432	small_indel	0.11114	0	0.01862	0
v433	insertion_mei	1.86779	0	0.01	0
v434	snv	-0.73284	0	0.01	0
v435	snv	-0.73284	0	0.06636	0
v436	str_vntr_repeat	2.29725	1	0.01	0
v437	snv	-0.73284	0	0.02078	0
v438	str_vntr_repeat	0.30444	1	0.01	0
v439	snv	-0.73284	0	0.01	0
v440	snv	-0.73284	0	0.0102	0
v441	snv	-0.73284	1	0.0146	0
v442	snv	-0.73284	0	0.01	0
v443	snv	-0.73284	0	0.01191	0
v444	snv	-0.73284	0	0.01	0
v445	snv	-0.73284	0	0.01	0
v446	snv	-0.73284	0	0.01	0
v447	snv	-0.73284	0	0.01	0
v448	snv	-0.73284	0	0.17382	0
v449	snv	-0.73284	0	0.01	0
v450	snv	-0.73284	0	0.01	0
v451	small_indel	-0.22233	0	0.01	0
v452	duplication_short	1.25265	0	0.02497	1
v453	snv	-0.73284	0	0.09908	0
v454	deletion_short	1.88051	0	0.01	1
v455	snv	-0.73284	0	0.12961	0
v456	snv	-0.73284	0	0.05477	0
v457	deletion_long	1.14518	0	0.01	1
v458	snv	-0.73284	0	0.01	0
v459	duplication_short	1.45681	0	0.01	1
v460	snv	-0.73284	0	0.01311	0
v461	inversion_bnd_complex	1.82864	0	0.01	0
v462	duplication_short	0.65497	0	0.07702	1
v463	snv	-0.73284	0	0.01	0
v464	small_indel	-0.48926	0	0.01	0
v465	snv	-0.73284	0	0.06515	0
v466	deletion_short	0.8297	0	0.01	1
v467	str_vntr_repeat	0.5563	1	0.01	0
v468	small_indel	-0.04752	0	0.01	0
v469	inversion_bnd_complex	2.08345	0	0.01339	0
v470	snv	-0.73284	0	0.01	0
v471	snv	-0.73284	0	0.01	0
v472	snv	-0.73284	0	0.06293	0
v473	duplication_short	1.95955	0	0.01	1
v474	other_complex_sv	1.74936	0	0.01	0
v475	deletion_long	2.01825	0	0.01778	1
v476	deletion_short	2.16084	0	0.01258	1
v477	deletion_long	0.89845	0	0.01	1
v478	snv	-0.73284	0	0.01	0
v479	duplication_long	0.89711	0	0.04034	1
v480	snv	-0.73284	0	0.01	0
v481	snv	-0.73284	0	0.01979	0
v482	deletion_long	0.53299	0	0.01	1
v483	snv	-0.73284	1	0.01	0
v484	small_indel	-0.00212	0	0.01	0
v485	deletion_short	0.77056	0	0.01	1
v486	snv	-0.73284	0	0.01	0
v487	snv	-0.73284	0	0.25182	0
v488	small_indel	0.02851	0	0.01	0
v489	snv	-0.73284	0	0.01	0
v490	deletion_long	0.55873	0	0.01	1
v491	deletion_long	0.44133	1	0.01	1
v492	snv	-0.73284	0	0.05999	0
v493	other_complex_sv	2.00721	0	0.01	0
v494	snv	-0.73284	0	0.01	0
v495	inversion_bnd_complex	0.38152	0	0.01	0
v496	inversion_bnd_complex	2.14318	0	0.01	0
v497	snv	-0.73284	0	0.01	0
v498	snv	-0.73284	0	0.01173	0
v499	snv	-0.73284	0	0.01	0
v500	other_complex_sv	1.25861	0	0.01	0
v501	snv	-0.73284	1	0.01	0
v502	inversion_bnd_complex	0.76025	0	0.03514	0
v503	duplication_long	2.00589	0	0.01	1
v504	snv	-0.73284	0	0.01	0
v505	inversion_bnd_complex	1.10812	0	0.01	0
v506	snv	-0.73284	0	0.01	0
v507	snv	-0.73284	0	0.07491	0
v508	snv	-0.73284	0	0.01	0
v509	snv	-0.73284	0	0.18469	0
v510	snv	-0.73284	1	0.05799	0
v511	inversion_bnd_complex	1.4558	0	0.01	0
v512	snv	-0.73284	0	0.01	0
v513	snv	-0.73284	0	0.01497	0
v514	snv	-0.73284	0	0.03466	0
v515	other_complex_sv	1.09	0	0.01	0
v516	insertion_mei	1.07151	0	0.01	0
v517	snv	-0.73284	0	0.01	0
v518	insertion_mei	1.52642	0	0.01	0
v519	snv	-0.73284	0	0.03154	0
v520	snv	-0.73284	1	0.01	0
v521	duplication_short	2.05847	0	0.01	1
v522	snv	-0.73284	0	0.01	0
v523	snv	-0.73284	0	0.01	0
v524	small_indel	-0.30141	0	0.03202	0
v525	snv	-0.73284	0	0.01	0
v526	duplication_long	0.71869	0	0.07097	1
v527	deletion_long	1.52817	0	0.01	1
v528	snv	-0.73284	0	0.01	0
v529	snv	-0.73284	0	0.01	0
v530	snv	-0.73284	0	0.02198	0
v531	snv	-0.73284	0	0.01	0
v532	snv	-0.73284	0	0.01745	0
v533	inversion_bnd_complex	0.59404	0	0.01	0
v534	deletion_short	1.36459	0	0.01	1
v535	snv	-0.73284	1	0.01	0
v536	snv	-0.73284	0	0.01	0
v537	insertion_mei	1.71181	0	0.01	0
v538	other_complex_sv	1.75868	0	0.01	0
v539	snv	-0.73284	0	0.01	0
v540	snv	-0.73284	0	0.01	0
v541	snv	-0.73284	0	0.16253	0
v542	snv	-0.73284	0	0.05327	0
v543	snv	-0.73284	0	0.01	0
v544	snv	-0.73284	0	0.06528	0
v545	small_indel	-0.05783	0	0.16821	0
v546	small_indel	0.07365	0	0.01	0
v547	other_complex_sv	1.38325	0	0.01	0
v548	snv	-0.73284	0	0.05834	0
v549	snv	-0.73284	0	0.01522	0
v550	snv	-0.73284	0	0.01	0
v551	snv	-0.73284	0	0.01	0
v552	duplication_long	1.41348	0	0.01	1
v553	snv	-0.73284	0	0.03516	0
v554	snv	-0.73284	0	0.01	0
v555	small_indel	0.12545	0	0.04515	0
v556	snv	-0.73284	0	0.01	0
v557	snv	-0.73284	0	0.07807	0
v558	insertion_mei	1.75443	1	0.01571	0
v559	snv	-0.73284	0	0.01	0
v560	other_complex_sv	1.0115	0	0.01	0
v561	snv	-0.73284	0	0.05435	0
v562	other_complex_sv	0.84065	0	0.01	0
v563	snv	-0.73284	0	0.01	0
v564	snv	-0.73284	0	0.01	0
v565	other_complex_sv	2.09133	0	0.01	0
v566	snv	-0.73284	0	0.02727	0
v567	other_complex_sv	2.14623	0	0.01	0
v568	small_indel	0.10106	0	0.01	0
v569	small_indel	-0.14773	0	0.01	0
v570	snv	-0.73284	0	0.01	0
v571	snv	-0.73284	0	0.01	0
v572	snv	-0.73284	0	0.01	0
v573	snv	-0.73284	0	0.01	0
v574	snv	-0.73284	0	0.01	0
v575	deletion_short	1.53303	0	0.01	1
v576	snv	-0.73284	0	0.01	0
v577	small_indel	0.02124	0	0.01	0
v578	snv	-0.73284	1	0.01	0
v579	deletion_long	1.39195	0	0.01	1
v580	str_vntr_repeat	2.02683	1	0.01	0
v581	duplication_long	0.93714	1	0.01	1
v582	snv	-0.73284	0	0.01427	0
v583	snv	-0.73284	0	0.01	0
v584	snv	-0.73284	0	0.01	0
v585	snv	-0.73284	0	0.01	0
v586	snv	-0.73284	0	0.01	0
v587	snv	-0.73284	0	0.17525	0
v588	deletion_long	1.65158	0	0.01	1
v589	snv	-0.73284	1	0.01	0
v590	snv	-0.73284	0	0.0457	0
v591	duplication_long	1.4575	0	0.01	1
v592	snv	-0.73284	0	0.01	0
v593	other_complex_sv	1.34489	0	0.04354	0
v594	snv	-0.73284	0	0.01601	0
v595	small_indel	-0.18191	0	0.01	0
v596	snv	-0.73284	0	0.13233	0
v597	deletion_long	2.10109	0	0.01	1
v598	snv	-0.73284	0	0.06074	0
v599	duplication_short	1.61585	0	0.12442	1
v600	snv	-0.73284	0	0.10332	0
v601	other_complex_sv	1.8953	0	0.01	0
v602	snv	-0.73284	0	0.01	0
v603	snv	-0.73284	1	0.04449	0
v604	snv	-0.73284	0	0.02687	0
v605	snv	-0.73284	0	0.01	0
v606	snv	-0.73284	0	0.01	0
v607	insertion_mei	1.18201	0	0.01	0
v608	snv	-0.73284	0	0.01426	0
v609	snv	-0.73284	0	0.01756	0
v610	snv	-0.73284	0	0.01	0
v611	snv	-0.73284	0	0.01749	0
v612	snv	-0.73284	0	0.01	0
v613	snv	-0.73284	0	0.07381	0
v614	snv	-0.73284	0	0.05677	0
v615	str_vntr_repeat	1.32266	1	0.01	0
v616	snv	-0.73284	0	0.01	0
v617	snv	-0.73284	0	0.02573	0
v618	deletion_short	1.72361	0	0.01	1
v619	snv	-0.73284	0	0.0335	0
v620	inversion_bnd_complex	2.16514	0	0.01018	0
v621	snv	-0.73284	1	0.03902	0
v622	snv	-0.73284	0	0.01	0
v623	snv	-0.73284	0	0.01	0
v624	other_complex_sv	0.84774	0	0.01	0
v625	duplication_long	1.25472	0	0.01	1
v626	duplication_short	1.98798	0	0.01	1
v627	snv	-0.73284	0	0.02915	0
v628	small_indel	0.06774	0	0.01	0
v629	snv	-0.73284	0	0.03259	0
v630	snv	-0.73284	0	0.01475	0
v631	snv	-0.73284	0	0.01652	0
v632	other_complex_sv	1.53662	0	0.01	0
v633	deletion_long	1.95326	0	0.07192	1
v634	insertion_mei	0.6846	0	0.01	0
v635	snv	-0.73284	0	0.01	0
v636	snv	-0.73284	0	0.16635	0
v637	deletion_short	1.68012	0	0.01	1
v638	snv	-0.73284	0	0.10411	0
v639	snv	-0.73284	0	0.05333	0
v640	snv	-0.73284	0	0.0169	0
v641	snv	-0.73284	0	0.01216	0
v642	snv	-0.73284	1	0.10322	0
