variant_id	variant_class	sv_log_length	repeat_overlap	allele_frequency	is_copy_number
v295	duplication_long	1.1385	0	0.01	1
v296	snv	-0.81122	0	0.11302	0
v297	snv	-0.81122	0	0.02409	0
v298	duplication_short	0.55929	0	0.01	1
v299	deletion_long	0.90908	1	0.0264	1
v300	deletion_short	1.2287	0	0.01	1
v301	other_complex_sv	1.17173	0	0.02448	0
v302	duplication_long	0.64464	0	0.01	1
v303	insertion_mei	1.03966	0	0.01	0
v304	snv	-0.81122	0	0.01	0
v305	deletion_short	0.3207	0	0.01	1
v306	snv	-0.81122	0	0.02147	0
v307	snv	-0.81122	0	0.01	0
v308	snv	-0.81122	0	0.01	0
v309	snv	-0.81122	0	0.04305	0
v310	snv	-0.81122	0	0.01	0
v311	small_indel	-0.06742	0	0.01	0
v312	snv	-0.81122	0	0.24763	0
v313	snv	-0.81122	0	0.01	0
v314	snv	-0.81122	0	0.01	0
v315	snv	-0.81122	0	0.01	0
v316	snv	-0.81122	0	0.05614	0
v317	deletion_long	0.92356	1	0.01	1
v318	snv	-0.81122	0	0.01	0
v319	snv	-0.81122	0	0.01	0
v320	insertion_mei	1.16634	0	0.01	0
v321	snv	-0.81122	0	0.01	0
v322	insertion_mei	0.23921	0	0.01	0
v323	other_complex_sv	0.97953	0	0.01648	0
v324	snv	-0.81122	0	0.01	0
v325	snv	-0.81122	0	0.01107	0
v326	duplication_short	0.5162	0	0.01	1
v327	snv	-0.81122	0	0.01	0
v328	snv	-0.81122	0	0.01	0
v329	other_complex_sv	1.95649	0	0.01	0
v330	snv	-0.81122	0	0.01836	0
v331	snv	-0.81122	0	0.03093	0
v332	insertion_mei	1.43964	0	0.01	0
v333	snv	-0.81122	0	0.01	0
v334	small_indel	-0.22466	0	0.01	0
v335	snv	-0.81122	0	0.01	0
v336	other_complex_sv	1.49814	0	0.02286	0
v337	snv	-0.81122	0	0.03375	0
v338	snv	-0.81122	1	0.02169	0
v339	duplication_long	0.45191	0	0.01	1
v340	snv	-0.81122	1	0.10772	0
v341	snv	-0.81122	0	0.01	0
v342	snv	-0.81122	0	0.01	0
v343	insertion_mei	1.40721	0	0.01627	0
v344	snv	-0.81122	0	0.01	0
v345	snv	-0.81122	0	0.01	0
v346	snv	-0.81122	0	0.01	0
v347	snv	-0.81122	1	0.01	0
v348	snv	-0.81122	0	0.01	0
v349	deletion_long	1.83368	0	0.01	1
v350	snv	-0.81122	0	0.02097	0
v351	str_vntr_repeat	1.02355	1	0.01	0
v352	snv	-0.81122	0	0.09797	0
v353	deletion_long	0.90803	0	0.01	1
v354	snv	-0.81122	0	0.01	0
v355	other_complex_sv	1.09848	0	0.01142	0
v356	snv	-0.81122	0	0.01	0
v357	snv	-0.81122	0	0.01	0
v358	snv	-0.81122	0	0.01	0
v359	snv	-0.81122	1	0.01	0
v360	snv	-0.81122	0	0.01496	0
v361	snv	-0.81122	0	0.01	0
v362	snv	-0.81122	0	0.01	0
v363	snv	-0.81122	0	0.07806	0
v364	other_complex_sv	1.85657	0	0.01	0
v365	inversion_bnd_complex	0.29899	0	0.01	0
v366	str_vntr_repeat	0.27613	1	0.01	0
v367	deletion_short	1.05635	0	0.01	1
v368	other_complex_sv	1.10551	0	0.01	0
v369	snv	-0.81122	0	0.30685	0
v370	snv	-0.81122	0	0.04359	0
v371	snv	-0.81122	0	0.01	0
v372	other_complex_sv	2.03948	0	0.01	0
v373	deletion_long	1.01485	0	0.01	1
v374	deletion_short	1.90507	0	0.01	1
v375	snv	-0.81122	0	0.01	0
v376	deletion_long	1.1859	0	0.01	1
v377	snv	-0.81122	1	0.02166	0
v378	snv	-0.81122	0	0.08842	0
v379	snv	-0.81122	0	0.29041	0
v380	insertion_mei	0.61339	0	0.01919	0
v381	inversion_bnd_complex	0.73944	0	0.01	0
v382	snv	-0.81122	0	0.02596	0
v383	other_complex_sv	1.70119	1	0.09886	0
v384	snv	-0.81122	0	0.01508	0
v385	duplication_long	0.64336	1	0.01	1
v386	snv	-0.81122	0	0.01	0
v387	snv	-0.81122	0	0.01894	0
v388	snv	-0.81122	0	0.01	0
v389	duplication_long	0.35324	0	0.01037	1
v390	snv	-0.81122	1	0.01	0
v391	snv	-0.81122	0	0.04653	0
v392	snv	-0.81122	0	0.01	0
v393	snv	-0.81122	1	0.01451	0
v394	insertion_mei	1.44065	0	0.01	0
v395	insertion_mei	1.89279	0	0.01	0
v396	deletion_short	0.94768	0	0.01502	1
v397	small_indel	-0.10552	0	0.0258	0
v398	str_vntr_repeat	1.28523	1	0.01	0
v399	snv	-0.81122	0	0.01	0
v400	snv	-0.81122	0	0.01813	0
v401	snv	-0.81122	0	0.10546	0
v402	str_vntr_repeat	2.01388	1	0.02915	0
v403	deletion_long	1.62288	0	0.01	1
v404	snv	-0.81122	0	0.15368	0
v405	insertion_mei	1.17085	0	0.01	0
v406	deletion_short	1.51539	0	0.01	1
v407	str_vntr_repeat	0.51929	1	0.01	0
v408	snv	-0.81122	0	0.01	0
v409	duplication_short	0.73677	0	0.01	1
v410	inversion_bnd_complex	1.14139	0	0.01	0
v411	duplication_short	0.28665	0	0.01	1
v412	snv	-0.81122	0	0.01	0
v413	snv	-0.81122	1	0.01	0
v414	duplication_long	0.87597	1	0.01	1
v415	snv	-0.81122	0	0.01	0
v416	other_complex_sv	1.39711	0	0.01	0
v417	deletion_long	0.34001	0	0.01353	1
v418	snv	-0.81122	0	0.01	0
v419	snv	-0.81122	0	0.01	0
v420	insertion_mei	1.60946	0	0.01	0
v421	snv	-0.81122	0	0.0872	0
v422	snv	-0.81122	0	0.01	0
v423	small_indel	-0.38974	0	0.01	0
v424	str_vntr_repeat	2.08252	1	0.01	0
v425	small_indel	-0.2396	0	0.01488	0
v426	snv	-0.81122	0	0.04515	0
v427	snv	-0.81122	0	0.12102	0
v428	duplication_long	0.50443	0	0.01	1
v429	duplication_long	0.52931	0	0.05979	1
v430	duplication_short	0.59477	0	0.02109	1
v431	snv	-0.81122	0	0.01829	0
v432	other_complex_sv	1.09647	0	0.01	0
v433	duplication_short	0.2595	0	0.01505	1
v434	snv	-0.81122	0	0.01	0
v435	snv	-0.81122	0	0.24131	0
v436	snv	-0.81122	0	0.01	0
v437	str_vntr_repeat	1.08848	1	0.01	0
v438	snv	-0.81122	0	0.01	0
v439	small_indel	-0.46262	0	0.01	0
v440	snv	-0.81122	0	0.01	0
v441	deletion_short	1.74128	0	0.01	1
v442	snv	-0.81122	0	0.01	0
v443	small_indel	-0.0291	0	0.01	0
v444	snv	-0.81122	0	0.05991	0
v445	other_complex_sv	1.64426	0	0.01	0
v446	snv	-0.81122	0	0.09037	0
v447	insertion_mei	0.65022	0	0.01	0
v448	snv	-0.81122	0	0.01	0
v449	inversion_bnd_complex	0.53439	0	0.01	0
v450	snv	-0.81122	0	0.01	0
v451	snv	-0.81122	0	0.01515	0
v452	snv	-0.81122	0	0.19551	0
v453	other_complex_sv	0.58768	0	0.01	0
v454	snv	-0.81122	0	0.01683	0
v455	snv	-0.81122	0	0.01362	0
v456	snv	-0.81122	0	0.31504	0
v457	duplication_long	1.53194	0	0.01	1
v458	snv	-0.81122	0	0.02224	0
v459	duplication_short	2.03504	0	0.02869	1
v460	insertion_mei	0.94881	0	0.01	0
v461	snv	-0.81122	0	0.02741	0
v462	snv	-0.81122	0	0.03638	0
v463	small_indel	-0.27299	0	0.02385	0
v464	deletion_long	1.19673	0	0.01	1
v465	small_indel	-0.00686	0	0.01	0
v466	snv	-0.81122	0	0.01153	0
v467	snv	-0.81122	0	0.01	0
v468	other_complex_sv	1.29644	0	0.01	0
v469	snv	-0.81122	0	0.01	0
v470	small_indel	-0.13207	0	0.01	0
v471	snv	-0.81122	0	0.01	0
v472	duplication_short	0.69019	0	0.01664	1
v473	snv	-0.81122	0	0.01	0
v474	deletion_short	0.98355	0	0.01	1
v475	deletion_long	1.79046	1	0.01	1
v476	snv	-0.81122	0	0.0821	0
v477	other_complex_sv	0.87194	0	0.01	0
v478	snv	-0.81122	0	0.02747	0
v479	snv	-0.81122	0	0.01811	0
v480	small_indel	0.00843	0	0.01	0
v481	str_vntr_repeat	1.80974	1	0.01	0
v482	snv	-0.81122	0	0.01	0
v483	snv	-0.81122	0	0.01	0
v484	snv	-0.81122	0	0.01	0
v485	deletion_long	1.88863	0	0.01	1
v486	snv	-0.81122	0	0.06949	0
v487	snv	-0.81122	0	0.10303	0
v488	insertion_mei	0.52453	0	0.01	0
v489	snv	-0.81122	0	0.02	0
v490	snv	-0.81122	0	0.02971	0
v491	insertion_mei	0.89784	0	0.01	0
v492	other_complex_sv	2.08465	0	0.0178	0
v493	insertion_mei	2.01522	0	0.01	0
v494	snv	-0.81122	0	0.01	0
v495	duplication_short	1.62592	0	0.01	1
v496	deletion_long	1.4024	0	0.01	1
v497	str_vntr_repeat	1.25828	1	0.01	0
v498	snv	-0.81122	1	0.01	0
v499	snv	-0.81122	0	0.01	0
v500	deletion_short	0.69684	0	0.01	1
v501	snv	-0.81122	0	0.01	0
v502	inversion_bnd_complex	1.77125	0	0.01	0
v503	str_vntr_repeat	0.78577	1	0.05234	0
v504	inversion_bnd_complex	1.56083	0	0.01	0
v505	small_indel	-0.08947	0	0.10854	0
v506	other_complex_sv	0.32775	0	0.01	0
v507	snv	-0.81122	0	0.01977	0
v508	duplication_short	0.71874	0	0.01	1
v509	snv	-0.81122	0	0.01	0
v510	inversion_bnd_complex	0.69909	1	0.02493	0
v511	snv	-0.81122	0	0.02342	0
v512	insertion_mei	1.158	0	0.01	0
v513	duplication_long	1.72647	0	0.01	1
v514	snv	-0.81122	0	0.02157	0
v515	snv	-0.81122	0	0.04447	0
v516	snv	-0.81122	0	0.01	0
v517	duplication_long	1.8093	1	0.01	1
v518	insertion_mei	1.42125	0	0.01	0
v519	snv	-0.81122	0	0.13022	0
v520	snv	-0.81122	0	0.01	0
v521	snv	-0.81122	0	0.05509	0
v522	snv	-0.81122	0	0.04981	0
v523	snv	-0.81122	0	0.01	0
v524	snv	-0.81122	1	0.0635	0
v525	deletion_short	0.98635	0	0.18162	1
v526	snv	-0.81122	0	0.06417	0
v527	snv	-0.81122	0	0.01	0
v528	inversion_bnd_complex	0.95604	1	0.01	0
v529	str_vntr_repeat	0.28891	1	0.01	0
v530	snv	-0.81122	1	0.01	0
v531	other_complex_sv	0.89293	0	0.01	0
v532	snv	-0.81122	0	0.01	0
v533	snv	-0.81122	0	0.01	0
v534	snv	-0.81122	0	0.05732	0
v535	duplication_short	1.65201	0	0.01	1
v536	snv	-0.81122	0	0.01	0
v537	duplication_short	1.08193	0	0.01	1
v538	snv	-0.81122	0	0.01	0
v539	duplication_short	0.80146	0	0.01	1
v540	snv	-0.81122	0	0.0636	0
v541	str_vntr_repeat	1.0991	1	0.11837	0
v542	str_vntr_repeat	2.08285	1	0.01	0
v543	snv	-0.81122	0	0.06889	0
v544	other_complex_sv	0.61086	0	0.01	0
v545	str_vntr_repeat	2.08412	1	0.02373	0
v546	snv	-0.81122	0	0.09552	0
v547	small_indel	-0.27299	0	0.0177	0
v548	snv	-0.81122	0	0.01855	0
v549	small_indel	-0.27299	0	0.01	0
v550	snv	-0.81122	0	0.03112	0
v551	snv	-0.81122	0	0.11026	0
v552	snv	-0.81122	1	0.01	0
v553	duplication_short	1.10053	0	0.01	1
v554	snv	-0.81122	0	0.01677	0
v555	snv	-0.81122	0	0.03283	0
v556	duplication_short	1.30961	1	0.01	1
v557	insertion_mei	0.68067	0	0.01	0
v558	deletion_short	1.27817	0	0.01	1
v559	snv	-0.81122	0	0.01	0
v560	snv	-0.81122	0	0.01	0
v561	snv	-0.81122	0	0.0905	0
v562	inversion_bnd_complex	0.43814	0	0.01	0
v563	snv	-0.81122	0	0.01386	0
v564	other_complex_sv	1.84881	0	0.01	0
v565	snv	-0.81122	0	0.01435	0
v566	snv	-0.81122	0	0.03504	0
v567	snv	-0.81122	0	0.11053	0
v568	duplication_short	1.28869	1	0.01	1
v569	snv	-0.81122	0	0.01	0
v570	insertion_mei	1.18745	0	0.01	0
v571	snv	-0.81122	0	0.07178	0
v572	deletion_short	1.35878	0	0.01	1
v573	inversion_bnd_complex	1.85445	0	0.01	0
v574	deletion_long	1.90695	0	0.01	1
v575	deletion_short	0.51482	0	0.02013	1
v576	deletion_long	0.36708	0	0.01	1
v577	deletion_long	2.11271	0	0.01	1
v578	deletion_short	2.15951	0	0.01	1
v579	insertion_mei	2.09456	0	0.01	0
v580	snv	-0.81122	1	0.01	0
v581	snv	-0.81122	0	0.01	0
v582	duplication_short	0.45303	0	0.01	1
v583	other_complex_sv	0.9868	0	0.01	0
v584	snv	-0.81122	1	0.03412	0
v585	snv	-0.81122	0	0.02953	0
v586	snv	-0.81122	0	0.01	0
v587	snv	-0.81122	0	0.01	0
v588	other_complex_sv	2.02402	0	0.01	0
v589	insertion_mei	0.47821	0	0.01126	0
v590	snv	-0.81122	0	0.01	0
v591	snv	-0.81122	0	0.07104	0
v592	snv	-0.81122	0	0.26974	0
v593	duplication_long	1.9084	0	0.01	1
v594	snv	-0.81122	0	0.01	0
v595	snv	-0.81122	0	0.01	0
v596	insertion_mei	2.04492	0	0.04327	0
v597	snv	-0.81122	0	0.01	0
v598	snv	-0.81122	0	0.01	0
v599	duplication_long	1.81326	0	0.01	1
v600	snv	-0.81122	0	0.01	0
v601	snv	-0.81122	0	0.01	0
v602	inversion_bnd_complex	1.09081	0	0.01	0
v603	snv	-0.81122	0	0.35414	0
v604	deletion_short	0.2807	0	0.01	1
v605	other_complex_sv	0.19809	0	0.01	0
v606	snv	-0.81122	0	0.18433	0
v607	snv	-0.81122	0	0.02194	0
v608	snv	-0.81122	0	0.01	0
v609	snv	-0.81122	1	0.01	0
v610	duplication_long	1.92715	0	0.01	1
v611	snv	-0.81122	0	0.01	0
v612	duplication_long	0.35345	0	0.01	1
v613	inversion_bnd_complex	1.32678	0	0.01881	0
v614	duplication_long	1.24605	0	0.01	1
v615	insertion_mei	0.71573	0	0.04226	0
v616	snv	-0.81122	0	0.14272	0
v617	snv	-0.81122	0	0.17723	0
v618	snv	-0.81122	0	0.01	0
v619	other_complex_sv	0.41616	0	0.01471	0
v620	snv	-0.81122	0	0.1769	0
v621	duplication_short	0.97333	0	0.01142	1
v622	snv	-0.81122	0	0.01	0
v623	snv	-0.81122	0	0.02857	0
v624	snv	-0.81122	0	0.01	0
v625	snv	-0.81122	0	0.16992	0
v626	duplication_long	1.4871	0	0.01	1
v627	snv	-0.81122	0	0.16362	0
v628	snv	-0.81122	0	0.0286	0
v629	other_complex_sv	1.02	0	0.01	0
v630	snv	-0.81122	0	0.01	0
v631	other_complex_sv	1.54133	0	0.01	0
v632	snv	-0.81122	0	0.02632	0
v633	insertion_mei	1.27506	0	0.01	0
v634	snv	-0.81122	0	0.01	0
v635	insertion_mei	0.48894	0	0.01	0
v636	snv	-0.81122	0	0.25459	0
