variant_id	variant_class	sv_log_length	repeat_overlap	allele_frequency	is_copy_number
v199	snv	-0.54215	0	0.27304	0
v200	snv	-0.54215	0	0.13519	0
v201	deletion_long	2.04961	0	0.01	1
v202	str_vntr_repeat	0.98865	1	0.01	0
v203	snv	-0.54215	0	0.02062	0
v204	small_indel	0.33814	1	0.01	0
v205	snv	-0.54215	0	0.01	0
v206	snv	-0.54215	1	0.04502	0
v207	snv	-0.54215	0	0.01	0
v208	snv	-0.54215	0	0.01	0
v209	snv	-0.54215	0	0.01	0
v210	deletion_long	3.14837	0	0.01	1
v211	snv	-0.54215	0	0.01	0
v212	snv	-0.54215	1	0.01146	0
v213	small_indel	0.30501	0	0.01	0
v214	small_indel	-0.1073	0	0.01	0
v215	snv	-0.54215	0	0.01	0
v216	inversion_bnd_complex	2.83692	0	0.03685	0
v217	snv	-0.54215	0	0.01	0
v218	snv	-0.54215	0	0.01	0
v219	str_vntr_repeat	2.09748	1	0.01	0
v220	snv	-0.54215	0	0.01338	0
v221	small_indel	0.4981	0	0.01952	0
v222	snv	-0.54215	0	0.02318	0
v223	snv	-0.54215	0	0.03723	0
v224	snv	-0.54215	0	0.04752	0
v225	snv	-0.54215	0	0.01	0
v226	duplication_short	1.28082	0	0.02386	1
v227	snv	-0.54215	0	0.01	0
v228	snv	-0.54215	0	0.01	0
v229	other_complex_sv	2.55912	0	0.02307	0
v230	snv	-0.54215	0	0.02768	0
v231	snv	-0.54215	1	0.10136	0
v232	snv	-0.54215	0	0.01	0
v233	duplication_long	1.02801	0	0.01	1
v234	snv	-0.54215	0	0.03048	0
v235	snv	-0.54215	0	0.01	0
v236	inversion_bnd_complex	2.86424	0	0.05507	0
v237	snv	-0.54215	0	0.01	0
v238	snv	-0.54215	0	0.01153	0
v239	snv	-0.54215	0	0.01	0
v240	duplication_short	1.6288	0	0.01	1
v241	snv	-0.54215	0	0.08998	0
v242	snv	-0.54215	0	0.01747	0
v243	snv	-0.54215	0	0.01259	0
v244	inversion_bnd_complex	0.73948	0	0.01	0
v245	deletion_long	1.70321	0	0.01	1
v246	snv	-0.54215	0	0.01	0
v247	snv	-0.54215	0	0.04083	0
v248	snv	-0.54215	0	0.01	0
v249	snv	-0.54215	0	0.04237	0
v250	snv	-0.54215	0	0.01	0
v251	small_indel	0.28043	0	0.03973	0
v252	snv	-0.54215	0	0.01	0
v253	duplication_long	2.9875	0	0.01	1
v254	snv	-0.54215	0	0.06042	0
v255	insertion_mei	2.59792	0	0.01	0
v256	snv	-0.54215	0	0.14316	0
v257	snv	-0.54215	0	0.06712	0
v258	snv	-0.54215	0	0.01139	0
v259	snv	-0.54215	0	0.05466	0
v260	snv	-0.54215	0	0.04265	0
v261	snv	-0.54215	0	0.17842	0
v262	snv	-0.54215	0	0.01	0
v263	inversion_bnd_complex	2.65191	0	0.01	0
v264	small_indel	0.46771	1	0.04744	0
v265	snv	-0.54215	1	0.01	0
v266	small_indel	0.22334	0	0.09088	0
v267	snv	-0.54215	0	0.02011	0
v268	small_indel	0.32754	0	0.01	0
v269	snv	-0.54215	0	0.06067	0
v270	snv	-0.54215	1	0.03299	0
v271	snv	-0.54215	0	0.01	0
v272	str_vntr_repeat	1.46369	1	0.20512	0
v273	snv	-0.54215	0	0.06652	0
v274	other_complex_sv	1.13781	0	0.01	0
v275	snv	-0.54215	0	0.05721	0
v276	snv	-0.54215	0	0.02622	0
v277	insertion_mei	3.09428	0	0.01	0
v278	snv	-0.54215	0	0.01	0
v279	insertion_mei	2.12766	0	0.01786	0
v280	snv	-0.54215	0	0.18217	0
v281	snv	-0.54215	0	0.01028	0
v282	deletion_long	1.07962	1	0.01	1
v283	small_indel	0.45453	0	0.03374	0
v284	deletion_long	0.75905	0	0.01	1
v285	snv	-0.54215	0	0.04164	0
v286	snv	-0.54215	0	0.01	0
v287	snv	-0.54215	0	0.15608	0
v288	snv	-0.54215	0	0.02785	0
v289	small_indel	0.31651	0	0.01	0
v290	duplication_long	2.05271	0	0.01	1
v291	snv	-0.54215	0	0.01	0
v292	snv	-0.54215	0	0.01	0
v293	snv	-0.54215	0	0.03371	0
v294	deletion_short	1.85801	1	0.01	1
v295	snv	-0.54215	0	0.05075	0
v296	snv	-0.54215	0	0.26147	0
v297	snv	-0.54215	0	0.01	0
v298	small_indel	0.17088	0	0.01	0
v299	snv	-0.54215	0	0.01	0
v300	insertion_mei	3.01995	0	0.01	0
v301	snv	-0.54215	0	0.01	0
v302	snv	-0.54215	0	0.01	0
v303	snv	-0.54215	0	0.01	0
v304	small_indel	0.43346	0	0.01	0
v305	other_complex_sv	2.23218	0	0.01	0
v306	snv	-0.54215	0	0.01	0
v307	snv	-0.54215	0	0.04448	0
v308	snv	-0.54215	0	0.01088	0
v309	snv	-0.54215	0	0.01	0
v310	inversion_bnd_complex	3.01393	0	0.02749	0
v311	snv	-0.54215	0	0.01	0
v312	snv	-0.54215	1	0.01	0
v313	duplication_long	1.50125	1	0.01	1
v314	snv	-0.54215	0	0.01	0
v315	snv	-0.54215	0	0.07367	0
v316	snv	-0.54215	0	0.01	0
v317	snv	-0.54215	0	0.01	0
v318	snv	-0.54215	0	0.01	0
v319	snv	-0.54215	0	0.02135	0
v320	deletion_short	1.79572	0	0.02148	1
v321	small_indel	0.41062	0	0.01	0
v322	snv	-0.54215	0	0.09417	0
v323	small_indel	0.49229	0	0.06554	0
v324	snv	-0.54215	1	0.01	0
v325	snv	-0.54215	0	0.04792	0
v326	small_indel	0.50379	0	0.02322	0
v327	snv	-0.54215	1	0.01	0
v328	snv	-0.54215	0	0.01	0
v329	snv	-0.54215	0	0.01	0
v330	snv	-0.54215	0	0.10749	0
v331	snv	-0.54215	0	0.02285	0
v332	snv	-0.54215	0	0.01	0
v333	snv	-0.54215	0	0.01	0
v334	snv	-0.54215	0	0.01	0
v335	snv	-0.54215	0	0.01	0
v336	deletion_short	1.85325	0	0.01	1
v337	snv	-0.54215	0	0.02197	0
v338	small_indel	0.48028	0	0.0162	0
v339	snv	-0.54215	0	0.01	0
v340	snv	-0.54215	0	0.01	0
v341	deletion_short	2.26971	1	0.06543	1
v342	snv	-0.54215	0	0.0656	0
v343	snv	-0.54215	0	0.01	0
v344	small_indel	0.26725	0	0.03616	0
v345	snv	-0.54215	0	0.01	0
v346	duplication_short	2.07943	0	0.03157	1
v347	snv	-0.54215	0	0.03647	0
v348	deletion_short	1.75741	0	0.01264	1
v349	small_indel	-0.16759	0	0.01	0
v350	duplication_short	1.47031	0	0.02829	1
v351	snv	-0.54215	0	0.23443	0
v352	other_complex_sv	0.96055	0	0.01	0
v353	small_indel	0.50379	1	0.01	0
v354	deletion_long	2.20996	0	0.01	1
v355	snv	-0.54215	1	0.01	0
v356	snv	-0.54215	0	0.01	0
v357	small_indel	0.31651	0	0.01	0
v358	snv	-0.54215	0	0.01	0
v359	small_indel	0.17088	1	0.01	0
v360	snv	-0.54215	0	0.01	0
v361	snv	-0.54215	0	0.01	0
v362	deletion_short	2.58286	1	0.31935	1
v363	snv	-0.54215	0	0.1818	0
v364	snv	-0.54215	0	0.01	0
v365	snv	-0.54215	0	0.01	0
v366	snv	-0.54215	0	0.108	0
v367	small_indel	0.10573	0	0.01	0
v368	snv	-0.54215	0	0.01	0
v369	snv	-0.54215	0	0.10015	0
v370	snv	-0.54215	0	0.11646	0
v371	snv	-0.54215	0	0.04099	0
v372	snv	-0.54215	0	0.01	0
v373	snv	-0.54215	0	0.0231	0
v374	inversion_bnd_complex	2.26044	0	0.01	0
v375	str_vntr_repeat	2.49199	1	0.01	0
v376	snv	-0.54215	0	0.21954	0
v377	snv	-0.54215	0	0.01	0
v378	small_indel	0.05151	0	0.01	0
v379	small_indel	0.36764	0	0.01	0
v380	snv	-0.54215	0	0.01	0
v381	snv	-0.54215	0	0.01	0
v382	snv	-0.54215	0	0.18162	0
v383	snv	-0.54215	0	0.02416	0
v384	insertion_mei	2.93622	0	0.01	0
v385	snv	-0.54215	0	0.01	0
v386	small_indel	0.43346	1	0.01	0
v387	snv	-0.54215	0	0.05177	0
v388	snv	-0.54215	0	0.19403	0
v389	deletion_long	1.60137	0	0.01	1
v390	snv	-0.54215	0	0.01	0
v391	duplication_long	2.34601	0	0.01	1
v392	snv	-0.54215	0	0.02354	0
v393	snv	-0.54215	0	0.01	0
v394	snv	-0.54215	0	0.01	0
v395	snv	-0.54215	0	0.01	0
v396	deletion_short	0.76008	0	0.01	1
v397	snv	-0.54215	1	0.02098	0
v398	snv	-0.54215	0	0.01	0
v399	small_indel	0.36764	0	0.01	0
v400	small_indel	0.4981	0	0.01	0
v401	snv	-0.54215	0	0.18062	0
v402	snv	-0.54215	0	0.01	0
v403	snv	-0.54215	0	0.08468	0
v404	snv	-0.54215	0	0.01	0
v405	snv	-0.54215	0	0.08907	0
v406	other_complex_sv	0.79445	0	0.01	0
v407	other_complex_sv	2.30438	0	0.01	0
v408	snv	-0.54215	0	0.02827	0
v409	other_complex_sv	2.32901	0	0.01	0
v410	duplication_long	2.29265	0	0.03434	1
v411	snv	-0.54215	0	0.01	0
v412	snv	-0.54215	0	0.09965	0
v413	snv	-0.54215	0	0.1423	0
v414	duplication_long	1.28585	0	0.01	1
v415	deletion_long	1.54035	0	0.01	1
v416	snv	-0.54215	0	0.02701	0
v417	snv	-0.54215	0	0.09029	0
v418	str_vntr_repeat	2.44268	1	0.01	0
v419	snv	-0.54215	0	0.01	0
v420	snv	-0.54215	0	0.01	0
v421	snv	-0.54215	0	0.5	0
v422	snv	-0.54215	0	0.01	0
v423	snv	-0.54215	0	0.02511	0
v424	snv	-0.54215	0	0.05161	0
v425	snv	-0.54215	0	0.01068	0
v426	str_vntr_repeat	2.23152	1	0.01	0
v427	snv	-0.54215	0	0.17781	0
v428	snv	-0.54215	0	0.01	0
v429	snv	-0.54215	0	0.09407	0
v430	snv	-0.54215	0	0.01542	0
v431	snv	-0.54215	0	0.03302	0
v432	snv	-0.54215	0	0.01	0
v433	snv	-0.54215	0	0.10304	0
v434	snv	-0.54215	0	0.01	0
v435	duplication_short	2.43313	0	0.01	1
v436	snv	-0.54215	0	0.01	0
v437	snv	-0.54215	0	0.0782	0
v438	snv	-0.54215	0	0.13484	0
v439	snv	-0.54215	0	0.01486	0
v440	snv	-0.54215	0	0.08672	0
v441	small_indel	0.17088	0	0.01	0
v442	small_indel	0.12923	0	0.01	0
v443	snv	-0.54215	0	0.02881	0
v444	snv	-0.54215	0	0.01	0
v445	snv	-0.54215	0	0.01	0
v446	snv	-0.54215	1	0.01	0
v447	snv	-0.54215	0	0.01	0
v448	snv	-0.54215	0	0.01	0
v449	snv	-0.54215	0	0.01	0
v450	snv	-0.54215	0	0.01	0
v451	snv	-0.54215	0	0.01	0
v452	small_indel	0.48028	0	0.01	0
v453	snv	-0.54215	0	0.10446	0
v454	snv	-0.54215	0	0.01	0
v455	deletion_short	1.11558	0	0.01	1
v456	snv	-0.54215	0	0.1256	0
v457	insertion_mei	2.06545	0	0.01	0
v458	snv	-0.54215	0	0.01	0
v459	snv	-0.54215	0	0.0906	0
v460	snv	-0.54215	0	0.11234	0
v461	snv	-0.54215	0	0.01	0
v462	snv	-0.54215	0	0.01	0
v463	snv	-0.54215	0	0.12849	0
v464	snv	-0.54215	0	0.09137	0
v465	snv	-0.54215	0	0.01	0
v466	snv	-0.54215	1	0.01	0
v467	deletion_long	3.05833	1	0.01	1
v468	snv	-0.54215	0	0.01	0
v469	snv	-0.54215	0	0.05356	0
v470	snv	-0.54215	0	0.01	0
v471	snv	-0.54215	0	0.15041	0
v472	snv	-0.54215	0	0.13424	0
v473	snv	-0.54215	0	0.01	0
v474	snv	-0.54215	0	0.01	0
v475	insertion_mei	2.88157	1	0.01	0
v476	snv	-0.54215	0	0.01414	0
v477	snv	-0.54215	0	0.01	0
v478	snv	-0.54215	0	0.04119	0
v479	snv	-0.54215	0	0.01	0
v480	snv	-0.54215	1	0.01	0
v481	snv	-0.54215	0	0.04087	0
v482	insertion_mei	2.27236	0	0.01	0
v483	snv	-0.54215	0	0.04063	0
v484	small_indel	-0.1073	0	0.01074	0
v485	snv	-0.54215	0	0.01	0
v486	snv	-0.54215	0	0.08092	0
v487	snv	-0.54215	0	0.01	0
v488	snv	-0.54215	0	0.01	0
v489	small_indel	0.42606	0	0.01	0
v490	snv	-0.54215	0	0.01	0
v491	snv	-0.54215	0	0.01	0
v492	snv	-0.54215	0	0.01	0
v493	snv	-0.54215	0	0.01719	0
v494	snv	-0.54215	0	0.09985	0
v495	snv	-0.54215	0	0.01008	0
v496	deletion_short	1.91159	0	0.01	1
v497	snv	-0.54215	0	0.04826	0
v498	snv	-0.54215	0	0.16829	0
v499	snv	-0.54215	0	0.01	0
v500	snv	-0.54215	0	0.01	0
v501	duplication_long	2.65066	0	0.01	1
v502	snv	-0.54215	1	0.15528	0
v503	snv	-0.54215	0	0.01303	0
v504	snv	-0.54215	0	0.20004	0
v505	snv	-0.54215	0	0.01	0
v506	snv	-0.54215	0	0.01086	0
v507	snv	-0.54215	0	0.01762	0
v508	snv	-0.54215	0	0.01	0
v509	snv	-0.54215	0	0.01	0
v510	duplication_short	1.34904	0	0.01	1
v511	small_indel	0.32754	0	0.08365	0
v512	snv	-0.54215	0	0.01	0
v513	snv	-0.54215	0	0.01	0
v514	snv	-0.54215	0	0.01	0
v515	snv	-0.54215	0	0.01	0
v516	str_vntr_repeat	0.82807	1	0.01	0
v517	small_indel	0.22334	0	0.01	0
v518	snv	-0.54215	0	0.01	0
v519	duplication_long	2.58063	0	0.01	1
v520	snv	-0.54215	0	0.03885	0
v521	deletion_long	2.68546	0	0.01	1
v522	snv	-0.54215	0	0.01	0
v523	other_complex_sv	0.97353	0	0.01	0
v524	snv	-0.54215	0	0.04486	0
v525	small_indel	0.48028	0	0.0523	0
v526	snv	-0.54215	0	0.01	0
v527	small_indel	0.33814	0	0.05664	0
v528	duplication_long	3.02814	0	0.01	1
v529	snv	-0.54215	0	0.01	0
v530	snv	-0.54215	0	0.0199	0
v531	snv	-0.54215	0	0.184	0
v532	small_indel	0.35816	0	0.06948	0
v533	duplication_long	1.21797	0	0.01	1
v534	snv	-0.54215	0	0.03688	0
v535	small_indel	0.17088	0	0.01	0
v536	other_complex_sv	2.98415	0	0.01	0
v537	snv	-0.54215	0	0.01	0
v538	snv	-0.54215	0	0.12586	0
v539	snv	-0.54215	0	0.02529	0
v540	snv	-0.54215	0	0.01	0
v541	str_vntr_repeat	3.04582	1	0.01	0
v542	duplication_short	1.36953	0	0.01	1
v543	insertion_mei	2.70121	1	0.01	0
v544	small_indel	0.47407	0	0.05462	0
v545	insertion_mei	1.73297	0	0.01	0
v546	small_indel	0.33814	0	0.01	0
v547	snv	-0.54215	0	0.01	0
v548	snv	-0.54215	0	0.03415	0
v549	snv	-0.54215	0	0.05769	0
v550	small_indel	0.38566	1	0.01	0
v551	duplication_short	1.01272	0	0.07632	1
v552	snv	-0.54215	0	0.01	0
v553	snv	-0.54215	0	0.04801	0
v554	snv	-0.54215	0	0.01	0
v555	str_vntr_repeat	1.57599	1	0.03209	0
v556	snv	-0.54215	0	0.03679	0
v557	inversion_bnd_complex	1.21938	0	0.01	0
v558	snv	-0.54215	0	0.01	0
v559	snv	-0.54215	0	0.01515	0
v560	small_indel	0.48635	0	0.01	0
v561	snv	-0.54215	0	0.01	0
v562	deletion_short	2.14344	1	0.01	1
v563	small_indel	0.26725	0	0.07648	0
v564	snv	-0.54215	0	0.01	0
v565	snv	-0.54215	0	0.02619	0
v566	snv	-0.54215	0	0.01	0
v567	snv	-0.54215	0	0.02378	0
v568	snv	-0.54215	0	0.01	0
v569	snv	-0.54215	0	0.01	0
v570	inversion_bnd_complex	2.29401	0	0.01	0
v571	snv	-0.54215	0	0.12156	0
v572	snv	-0.54215	0	0.24484	0
v573	snv	-0.54215	0	0.01	0
v574	small_indel	0.44769	0	0.01398	0
v575	snv	-0.54215	0	0.01	0
v576	snv	-0.54215	0	0.03077	0
v577	snv	-0.54215	0	0.01	0
v578	snv	-0.54215	0	0.06474	0
v579	small_indel	0.31651	0	0.01	0
v580	insertion_mei	0.99155	0	0.01	0
v581	snv	-0.54215	0	0.07741	0
v582	snv	-0.54215	1	0.01	0
v583	snv	-0.54215	0	0.01	0
v584	snv	-0.54215	0	0.01902	0
v585	snv	-0.54215	0	0.20307	0
v586	snv	-0.54215	0	0.01	0
v587	small_indel	0.31651	0	0.1312	0
v588	snv	-0.54215	0	0.01	0
v589	snv	-0.54215	0	0.17641	0
v590	snv	-0.54215	0	0.01	0
v591	snv	-0.54215	0	0.03798	0
v592	snv	-0.54215	0	0.04351	0
v593	duplication_long	0.75519	0	0.01	1
v594	insertion_mei	1.96698	0	0.01	0
v595	snv	-0.54215	1	0.01626	0
v596	snv	-0.54215	0	0.01	0
v597	small_indel	0.25339	0	0.01	0
v598	snv	-0.54215	0	0.01	0
v599	snv	-0.54215	0	0.01	0
v600	deletion_short	2.40997	0	0.01	1
v601	snv	-0.54215	0	0.05853	0
v602	snv	-0.54215	0	0.01	0
v603	snv	-0.54215	0	0.01	0
v604	snv	-0.54215	0	0.01	0
v605	snv	-0.54215	0	0.02418	0
v606	snv	-0.54215	0	0.02492	0
v607	small_indel	0.48635	0	0.02336	0
v608	snv	-0.54215	0	0.02061	0
v609	snv	-0.54215	0	0.01	0
v610	snv	-0.54215	1	0.01	0
v611	str_vntr_repeat	2.03219	1	0.01	0
v612	small_indel	0.49229	0	0.0456	0
v613	snv	-0.54215	0	0.01	0
v614	snv	-0.54215	0	0.01731	0
v615	snv	-0.54215	0	0.03061	0
v616	snv	-0.54215	0	0.01	0
v617	snv	-0.54215	0	0.05627	0
v618	snv	-0.54215	0	0.01132	0
v619	snv	-0.54215	0	0.23189	0
v620	snv	-0.54215	0	0.01216	0
v621	duplication_long	1.03538	0	0.03674	1
v622	snv	-0.54215	0	0.10272	0
v623	snv	-0.54215	0	0.01465	0
v624	snv	-0.54215	0	0.21706	0
v625	snv	-0.54215	0	0.06234	0
v626	small_indel	0.41845	0	0.02997	0
v627	snv	-0.54215	0	0.01	0
v628	snv	-0.54215	0	0.0642	0
v629	snv	-0.54215	0	0.01	0
v630	snv	-0.54215	0	0.16897	0
v631	snv	-0.54215	0	0.02305	0
v632	insertion_mei	2.60288	0	0.01	0
v633	snv	-0.54215	1	0.01	0
v634	snv	-0.54215	1	0.04095	0
v635	snv	-0.54215	0	0.01	0
v636	deletion_long	1.58682	0	0.01404	1
v637	small_indel	0.46771	0	0.01	0
v638	small_indel	-0.01639	0	0.01	0
v639	snv	-0.54215	0	0.08668	0
v640	snv	-0.54215	0	0.02856	0
v641	snv	-0.54215	0	0.01	0
v642	snv	-0.54215	0	0.01265	0
v643	snv	-0.54215	0	0.02862	0
v644	insertion_mei	1.70694	0	0.01	0
v645	small_indel	0.25339	0	0.05257	0
v646	snv	-0.54215	0	0.01	0
v647	small_indel	0.48635	0	0.01	0
v648	str_vntr_repeat	2.61657	1	0.01	0
v649	deletion_long	0.78138	0	0.01	1
v650	other_complex_sv	1.67738	0	0.01	0
v651	snv	-0.54215	0	0.06842	0
v652	small_indel	0.17088	0	0.01032	0
v653	duplication_long	2.99753	0	0.01	1
v654	snv	-0.54215	0	0.01	0
v655	str_vntr_repeat	1.04321	1	0.01	0
