variant_id	variant_class	sv_log_length	repeat_overlap	allele_frequency	is_copy_number
v116	snv	-0.79247	0	0.01079	0
v117	snv	-0.79247	0	0.01	0
v118	snv	-0.79247	0	0.01278	0
v119	snv	-0.79247	1	0.01272	0
v120	snv	-0.79247	0	0.11825	0
v121	snv	-0.79247	0	0.01	0
v122	duplication_long	0.81836	0	0.01	1
v123	snv	-0.79247	0	0.01	0
v124	snv	-0.79247	0	0.01	0
v125	snv	-0.79247	0	0.01	0
v126	snv	-0.79247	0	0.01	0
v127	snv	-0.79247	1	0.01	0
v128	snv	-0.79247	0	0.02477	0
v129	deletion_long	0.47532	0	0.02463	1
v130	snv	-0.79247	1	0.06922	0
v131	snv	-0.79247	0	0.02962	0
v132	snv	-0.79247	0	0.03906	0
v133	duplication_long	1.8405	0	0.01	1
v134	snv	-0.79247	0	0.10444	0
v135	deletion_long	0.97767	0	0.01	1
v136	deletion_short	2.03377	0	0.01	1
v137	insertion_mei	1.66198	0	0.01	0
v138	duplication_short	1.78626	0	0.01	1
v139	small_indel	-0.04794	0	0.01	0
v140	snv	-0.79247	0	0.02682	0
v141	inversion_bnd_complex	0.74756	0	0.01	0
v142	snv	-0.79247	0	0.01	0
v143	inversion_bnd_complex	0.69124	0	0.01	0
v144	snv	-0.79247	1	0.01117	0
v145	snv	-0.79247	0	0.05691	0
v146	snv	-0.79247	0	0.23484	0
v147	deletion_short	1.04095	0	0.01	1
v148	duplication_short	1.52165	0	0.01607	1
v149	inversion_bnd_complex	1.7266	1	0.01	0
v150	str_vntr_repeat	0.71569	1	0.01	0
v151	snv	-0.79247	0	0.01	0
v152	snv	-0.79247	0	0.01	0
v153	inversion_bnd_complex	1.62522	0	0.01	0
v154	snv	-0.79247	0	0.01	0
v155	duplication_long	1.73941	0	0.03721	1
v156	str_vntr_repeat	0.44252	1	0.01	0
v157	snv	-0.79247	0	0.01	0
v158	snv	-0.79247	0	0.01	0
v159	duplication_long	2.08581	0	0.02685	1
v160	duplication_long	0.88949	0	0.01	1
v161	snv	-0.79247	0	0.13328	0
v162	duplication_short	0.2601	0	0.01	1
v163	snv	-0.79247	0	0.01	0
v164	small_indel	-0.1872	0	0.2324	0
v165	snv	-0.79247	0	0.03415	0
v166	insertion_mei	1.93441	0	0.03673	0
v167	snv	-0.79247	0	0.01396	0
v168	str_vntr_repeat	1.22878	1	0.01	0
v169	snv	-0.79247	0	0.06841	0
v170	snv	-0.79247	0	0.01	0
v171	str_vntr_repeat	0.73284	1	0.01	0
v172	snv	-0.79247	0	0.01	0
v173	deletion_long	0.74452	0	0.02364	1
v174	str_vntr_repeat	1.77728	1	0.01758	0
v175	snv	-0.79247	0	0.01194	0
v176	deletion_short	0.50127	0	0.01	1
v177	insertion_mei	1.26556	0	0.05235	0
v178	inversion_bnd_complex	1.11295	0	0.01	0
v179	snv	-0.79247	0	0.01	0
v180	deletion_long	0.4724	0	0.01	1
v181	deletion_short	1.99895	1	0.01	1
v182	str_vntr_repeat	0.68362	1	0.06945	0
v183	small_indel	-0.03072	0	0.01747	0
v184	snv	-0.79247	0	0.01	0
v185	duplication_short	0.5322	0	0.01	1
v186	snv	-0.79247	0	0.0409	0
v187	inversion_bnd_complex	0.80012	0	0.05451	0
v188	snv	-0.79247	0	0.08619	0
v189	snv	-0.79247	0	0.04298	0
v190	snv	-0.79247	0	0.01	0
v191	snv	-0.79247	0	0.1043	0
v192	snv	-0.79247	0	0.01	0
v193	deletion_short	1.02389	0	0.0261	1
v194	deletion_short	2.0332	0	0.01	1
v195	inversion_bnd_complex	0.75036	0	0.01	0
v196	deletion_short	1.91231	0	0.01	1
v197	snv	-0.79247	0	0.05374	0
v198	snv	-0.79247	0	0.01541	0
v199	deletion_long	1.9206	0	0.01	1
v200	small_indel	-0.02528	0	0.01	0
v201	snv	-0.79247	0	0.14602	0
v202	snv	-0.79247	0	0.01	0
v203	insertion_mei	0.39303	1	0.01	0
v204	snv	-0.79247	0	0.07418	0
v205	snv	-0.79247	0	0.03776	0
v206	snv	-0.79247	0	0.01	0
v207	snv	-0.79247	0	0.01	0
v208	duplication_long	0.59106	0	0.01	1
v209	snv	-0.79247	0	0.01717	0
v210	inversion_bnd_complex	0.29694	0	0.03491	0
v211	insertion_mei	0.72368	0	0.01	0
v212	snv	-0.79247	0	0.02338	0
v213	duplication_long	1.28273	0	0.01193	1
v214	other_complex_sv	0.50912	0	0.01396	0
v215	deletion_long	1.50105	0	0.01	1
v216	snv	-0.79247	0	0.04797	0
v217	snv	-0.79247	0	0.01	0
v218	small_indel	-0.41726	0	0.22877	0
v219	snv	-0.79247	0	0.01	0
v220	deletion_short	1.41564	0	0.01	1
v221	snv	-0.79247	0	0.01062	0
v222	snv	-0.79247	0	0.01	0
v223	snv	-0.79247	0	0.02114	0
v224	snv	-0.79247	0	0.01634	0
v225	snv	-0.79247	0	0.02344	0
v226	insertion_mei	1.8624	0	0.01	0
v227	snv	-0.79247	0	0.01686	0
v228	snv	-0.79247	0	0.01	0
v229	small_indel	-0.08732	0	0.01	0
v230	snv	-0.79247	0	0.01	0
v231	snv	-0.79247	0	0.01068	0
v232	snv	-0.79247	0	0.01	0
v233	deletion_long	0.63967	0	0.01	1
v234	deletion_long	0.80035	0	0.01	1
v235	small_indel	-0.23982	0	0.02851	0
v236	snv	-0.79247	0	0.05321	0
v237	inversion_bnd_complex	0.58146	0	0.01023	0
v238	deletion_long	1.02398	0	0.01	1
v239	duplication_long	1.63846	0	0.02774	1
v240	snv	-0.79247	1	0.0501	0
v241	snv	-0.79247	0	0.01	0
v242	snv	-0.79247	0	0.01	0
v243	snv	-0.79247	0	0.01	0
v244	snv	-0.79247	0	0.01	0
v245	small_indel	-0.00976	0	0.01	0
v246	snv	-0.79247	0	0.01843	0
v247	snv	-0.79247	1	0.01	0
v248	insertion_mei	1.76768	0	0.02567	0
v249	snv	-0.79247	0	0.01	0
v250	snv	-0.79247	0	0.02072	0
v251	snv	-0.79247	0	0.01	0
v252	snv	-0.79247	0	0.01	0
v253	duplication_long	0.20674	0	0.01	1
v254	snv	-0.79247	0	0.04197	0
v255	snv	-0.79247	0	0.11956	0
v256	str_vntr_repeat	0.4408	1	0.01603	0
v257	snv	-0.79247	0	0.01	0
v258	snv	-0.79247	0	0.01	0
v259	str_vntr_repeat	0.18092	1	0.01782	0
v260	snv	-0.79247	0	0.01986	0
v261	duplication_long	1.59237	0	0.01	1
v262	deletion_short	1.85837	0	0.01	1
v263	other_complex_sv	1.18123	0	0.01	0
v264	duplication_long	1.3668	0	0.07518	1
v265	snv	-0.79247	0	0.19569	0
v266	snv	-0.79247	0	0.01	0
v267	inversion_bnd_complex	1.5705	0	0.01	0
v268	snv	-0.79247	0	0.02313	0
v269	snv	-0.79247	0	0.01043	0
v270	snv	-0.79247	0	0.01	0
v271	snv	-0.79247	0	0.01	0
v272	snv	-0.79247	0	0.01	0
v273	snv	-0.79247	0	0.01	0
v274	deletion_short	1.76648	0	0.01	1
v275	deletion_long	0.27598	0	0.03941	1
v276	other_complex_sv	0.40782	0	0.01	0
v277	snv	-0.79247	0	0.02017	0
v278	snv	-0.79247	0	0.01029	0
v279	duplication_short	0.94324	0	0.01	1
v280	snv	-0.79247	0	0.06777	0
v281	snv	-0.79247	0	0.01	0
v282	insertion_mei	1.35088	0	0.01	0
v283	deletion_short	1.65902	0	0.01	1
v284	snv	-0.79247	0	0.14213	0
v285	snv	-0.79247	0	0.01	0
v286	snv	-0.79247	0	0.01	0
v287	str_vntr_repeat	0.62061	1	0.04656	0
v288	str_vntr_repeat	1.71259	1	0.01	0
v289	inversion_bnd_complex	1.43451	0	0.01	0
v290	other_complex_sv	1.00112	0	0.01	0
v291	other_complex_sv	0.82891	0	0.01	0
v292	snv	-0.79247	0	0.01	0
v293	duplication_short	0.302	0	0.01927	1
v294	snv	-0.79247	0	0.01	0
v295	deletion_long	1.9603	0	0.01	1
v296	snv	-0.79247	0	0.01	0
v297	snv	-0.79247	0	0.02796	0
v298	duplication_long	1.09674	0	0.01	1
v299	inversion_bnd_complex	1.34751	0	0.01566	0
v300	snv	-0.79247	0	0.07352	0
v301	deletion_long	0.24431	0	0.01	1
v302	snv	-0.79247	1	0.01	0
v303	insertion_mei	2.08299	0	0.03475	0
v304	insertion_mei	1.51612	0	0.01	0
v305	insertion_mei	0.68583	0	0.01	0
v306	snv	-0.79247	0	0.0414	0
v307	snv	-0.79247	0	0.01	0
v308	snv	-0.79247	0	0.18814	0
v309	small_indel	-0.05401	1	0.01	0
v310	snv	-0.79247	0	0.01	0
v311	str_vntr_repeat	1.78806	1	0.01	0
v312	snv	-0.79247	0	0.01558	0
v313	snv	-0.79247	0	0.0569	0
v314	duplication_long	0.2672	0	0.01	1
v315	snv	-0.79247	1	0.06815	0
v316	snv	-0.79247	0	0.27242	0
v317	insertion_mei	1.77306	0	0.01	0
v318	snv	-0.79247	0	0.03899	0
v319	snv	-0.79247	0	0.10836	0
v320	snv	-0.79247	0	0.01	0
v321	snv	-0.79247	0	0.0172	0
v322	small_indel	-0.16513	0	0.07378	0
v323	snv	-0.79247	0	0.0104	0
v324	inversion_bnd_complex	1.33597	0	0.01	0
v325	other_complex_sv	0.61794	0	0.01	0
v326	snv	-0.79247	0	0.02146	0
v327	insertion_mei	1.1284	0	0.01	0
v328	snv	-0.79247	0	0.1631	0
v329	snv	-0.79247	0	0.01	0
v330	snv	-0.79247	0	0.02984	0
v331	str_vntr_repeat	0.92524	1	0.01	0
v332	other_complex_sv	1.64689	0	0.01	0
v333	snv	-0.79247	0	0.02559	0
v334	deletion_short	1.13665	0	0.01	1
v335	snv	-0.79247	0	0.18801	0
v336	deletion_short	0.81761	1	0.01	1
v337	snv	-0.79247	0	0.15536	0
v338	snv	-0.79247	0	0.01	0
v339	snv	-0.79247	0	0.07661	0
v340	snv	-0.79247	0	0.01	0
v341	snv	-0.79247	0	0.0169	0
v342	str_vntr_repeat	1.78999	1	0.01	0
v343	snv	-0.79247	0	0.01	0
v344	small_indel	0.00929	0	0.01	0
v345	snv	-0.79247	0	0.01	0
v346	duplication_long	0.29585	0	0.03654	1
v347	deletion_short	0.86921	0	0.01	1
v348	str_vntr_repeat	1.94821	1	0.07999	0
v349	snv	-0.79247	0	0.02696	0
v350	snv	-0.79247	0	0.20611	0
v351	snv	-0.79247	0	0.01	0
v352	deletion_long	1.47124	0	0.01	1
v353	snv	-0.79247	0	0.01	0
v354	insertion_mei	1.36776	0	0.01	0
v355	snv	-0.79247	0	0.08651	0
v356	small_indel	-0.23982	0	0.01	0
v357	snv	-0.79247	0	0.01	0
v358	snv	-0.79247	0	0.05277	0
v359	inversion_bnd_complex	1.9623	0	0.01	0
v360	snv	-0.79247	0	0.01	0
v361	snv	-0.79247	0	0.01	0
v362	snv	-0.79247	0	0.01	0
v363	inversion_bnd_complex	1.66282	0	0.01	0
v364	other_complex_sv	0.84626	0	0.06424	0
v365	snv	-0.79247	0	0.17808	0
v366	duplication_long	0.92493	1	0.01	1
v367	duplication_long	0.93834	0	0.01	1
v368	snv	-0.79247	1	0.0226	0
v369	duplication_short	2.03471	0	0.03236	1
v370	snv	-0.79247	0	0.01	0
v371	duplication_short	1.89104	0	0.01	1
v372	snv	-0.79247	1	0.01	0
v373	deletion_short	1.30558	0	0.01	1
v374	duplication_short	1.90112	0	0.01	1
v375	snv	-0.79247	0	0.0185	0
v376	snv	-0.79247	0	0.02049	0
v377	small_indel	-0.16513	1	0.02539	0
v378	snv	-0.79247	0	0.01	0
v379	snv	-0.79247	1	0.01	0
v380	snv	-0.79247	0	0.01649	0
v381	small_indel	-0.31029	0	0.01484	0
v382	inversion_bnd_complex	0.8446	0	0.08902	0
v383	snv	-0.79247	0	0.01	0
v384	snv	-0.79247	0	0.21232	0
v385	snv	-0.79247	0	0.01	0
v386	snv	-0.79247	0	0.0402	0
v387	snv	-0.79247	0	0.01776	0
v388	snv	-0.79247	0	0.05282	0
v389	insertion_mei	0.517	0	0.01	0
v390	deletion_short	0.36503	0	0.01	1
v391	insertion_mei	1.78747	0	0.01	0
v392	snv	-0.79247	0	0.01	0
v393	snv	-0.79247	0	0.01	0
v394	snv	-0.79247	0	0.01115	0
v395	snv	-0.79247	0	0.07244	0
v396	snv	-0.79247	0	0.02508	0
v397	deletion_short	1.72256	0	0.01	1
v398	snv	-0.79247	0	0.0234	0
v399	snv	-0.79247	0	0.0651	0
v400	insertion_mei	1.88651	0	0.01	0
v401	snv	-0.79247	0	0.31069	0
v402	deletion_short	1.26321	0	0.01	1
v403	insertion_mei	1.06662	0	0.01	0
v404	snv	-0.79247	0	0.01	0
v405	duplication_short	1.38823	0	0.03885	1
v406	duplication_short	1.84055	0	0.01	1
v407	deletion_long	0.73705	0	0.01	1
v408	snv	-0.79247	0	0.19846	0
v409	snv	-0.79247	0	0.01	0
v410	insertion_mei	1.85248	0	0.01	0
v411	snv	-0.79247	0	0.03333	0
v412	snv	-0.79247	0	0.01	0
v413	deletion_short	0.28943	0	0.01	1
v414	duplication_long	1.97396	0	0.01	1
v415	snv	-0.79247	0	0.05588	0
v416	inversion_bnd_complex	1.23277	0	0.01	0
v417	snv	-0.79247	0	0.05616	0
v418	duplication_long	1.80096	0	0.01	1
v419	small_indel	-0.03072	0	0.0687	0
v420	snv	-0.79247	0	0.01	0
v421	snv	-0.79247	0	0.01	0
v422	snv	-0.79247	0	0.19313	0
v423	snv	-0.79247	0	0.01	0
v424	insertion_mei	1.08879	1	0.01	0
v425	duplication_long	0.34403	0	0.01	1
v426	snv	-0.79247	0	0.05118	0
v427	snv	-0.79247	0	0.01	0
v428	snv	-0.79247	0	0.01	0
v429	snv	-0.79247	0	0.01	0
v430	snv	-0.79247	1	0.01708	0
v431	snv	-0.79247	0	0.01	0
v432	inversion_bnd_complex	1.37579	0	0.01	0
v433	snv	-0.79247	0	0.01273	0
v434	other_complex_sv	1.31893	0	0.01564	0
v435	snv	-0.79247	0	0.02406	0
v436	inversion_bnd_complex	0.35624	0	0.01829	0
v437	snv	-0.79247	0	0.08851	0
v438	duplication_long	1.56262	0	0.0374	1
v439	snv	-0.79247	0	0.01	0
v440	snv	-0.79247	0	0.01	0
v441	snv	-0.79247	0	0.0216	0
v442	other_complex_sv	0.30489	0	0.01	0
v443	small_indel	-0.04204	0	0.01	0
v444	snv	-0.79247	0	0.01	0
v445	snv	-0.79247	0	0.01788	0
v446	small_indel	-0.23982	0	0.02136	0
v447	small_indel	-0.05401	0	0.10872	0
v448	snv	-0.79247	0	0.01	0
v449	snv	-0.79247	0	0.01	0
v450	other_complex_sv	1.956	1	0.01	0
v451	insertion_mei	1.03994	0	0.04504	0
v452	snv	-0.79247	0	0.01	0
v453	str_vntr_repeat	1.8181	1	0.01	0
v454	snv	-0.79247	0	0.01	0
v455	small_indel	-0.12695	0	0.01	0
v456	snv	-0.79247	0	0.01	0
v457	snv	-0.79247	0	0.02186	0
v458	deletion_short	0.55939	0	0.01	1
v459	snv	-0.79247	0	0.06908	0
v460	inversion_bnd_complex	0.89776	0	0.01	0
v461	inversion_bnd_complex	0.66361	0	0.01	0
v462	snv	-0.79247	0	0.01	0
v463	snv	-0.79247	1	0.03252	0
v464	str_vntr_repeat	0.37892	1	0.01	0
v465	snv	-0.79247	0	0.01	0
v466	str_vntr_repeat	0.37624	1	0.01	0
v467	snv	-0.79247	0	0.12912	0
v468	snv	-0.79247	0	0.01	0
v469	inversion_bnd_complex	0.68901	0	0.01	0
v470	snv	-0.79247	0	0.017	0
v471	duplication_long	1.46615	0	0.01	1
v472	snv	-0.79247	0	0.01156	0
v473	snv	-0.79247	0	0.01	0
v474	deletion_short	1.53409	0	0.01	1
v475	snv	-0.79247	0	0.0356	0
v476	str_vntr_repeat	1.29059	1	0.06651	0
v477	inversion_bnd_complex	1.96449	0	0.01	0
v478	snv	-0.79247	0	0.01	0
v479	duplication_long	2.06058	0	0.01641	1
v480	snv	-0.79247	0	0.01477	0
v481	snv	-0.79247	0	0.01558	0
v482	snv	-0.79247	0	0.01811	0
v483	snv	-0.79247	0	0.09813	0
v484	snv	-0.79247	0	0.01763	0
v485	snv	-0.79247	0	0.13799	0
v486	other_complex_sv	1.34944	0	0.01	0
v487	duplication_long	1.0317	1	0.05167	1
v488	snv	-0.79247	0	0.02925	0
v489	snv	-0.79247	0	0.01	0
v490	other_complex_sv	0.52142	0	0.01	0
v491	deletion_short	1.16006	0	0.01	1
v492	deletion_long	1.59864	0	0.01	1
v493	snv	-0.79247	0	0.01	0
v494	snv	-0.79247	0	0.01	0
v495	snv	-0.79247	0	0.16173	0
v496	snv	-0.79247	0	0.01	0
v497	str_vntr_repeat	1.94607	1	0.01	0
v498	snv	-0.79247	0	0.01	0
v499	small_indel	-0.1184	0	0.01301	0
v500	snv	-0.79247	0	0.01	0
v501	snv	-0.79247	1	0.05427	0
v502	deletion_short	0.22597	0	0.01	1
v503	snv	-0.79247	0	0.01381	0
v504	duplication_short	1.53768	0	0.01	1
v505	snv	-0.79247	0	0.01	0
v506	insertion_mei	1.84297	0	0.01	0
v507	snv	-0.79247	0	0.01	0
v508	duplication_long	1.26193	0	0.01	1
v509	snv	-0.79247	0	0.05518	0
v510	snv	-0.79247	0	0.01	0
v511	snv	-0.79247	0	0.01	0
v512	snv	-0.79247	0	0.01	0
v513	str_vntr_repeat	0.73243	1	0.01327	0
v514	inversion_bnd_complex	1.38469	0	0.01	0
v515	snv	-0.79247	0	0.01253	0
v516	snv	-0.79247	0	0.23112	0
v517	duplication_short	0.60314	0	0.01	1
v518	deletion_short	1.52078	0	0.01	1
v519	snv	-0.79247	0	0.19353	0
v520	snv	-0.79247	0	0.01	0
v521	snv	-0.79247	1	0.01	0
v522	duplication_short	1.07028	0	0.01	1
v523	deletion_short	1.89345	0	0.01	1
v524	snv	-0.79247	0	0.01	0
v525	snv	-0.79247	0	0.01	0
v526	snv	-0.79247	0	0.10459	0
v527	snv	-0.79247	0	0.01	0
v528	deletion_short	0.92249	0	0.01	1
v529	snv	-0.79247	0	0.01	0
v530	snv	-0.79247	0	0.02576	0
v531	snv	-0.79247	0	0.01	0
v532	snv	-0.79247	0	0.0489	0
v533	snv	-0.79247	0	0.01	0
v534	inversion_bnd_complex	0.65333	0	0.01	0
v535	inversion_bnd_complex	1.21753	0	0.01	0
v536	snv	-0.79247	1	0.03936	0
v537	snv	-0.79247	1	0.01	0
v538	deletion_long	1.29977	0	0.01	1
v539	duplication_long	0.20222	1	0.01	1
v540	snv	-0.79247	0	0.03063	0
v541	inversion_bnd_complex	1.13325	0	0.01	0
v542	other_complex_sv	0.54683	0	0.01	0
v543	duplication_long	0.58083	0	0.01	1
v544	insertion_mei	0.54401	0	0.01	0
v545	str_vntr_repeat	1.69028	1	0.01	0
v546	snv	-0.79247	0	0.01	0
v547	snv	-0.79247	0	0.01	0
v548	snv	-0.79247	0	0.06202	0
v549	deletion_short	1.08814	0	0.01	1
v550	small_indel	-0.15492	0	0.01	0
v551	snv	-0.79247	0	0.07471	0
v552	inversion_bnd_complex	2.03097	0	0.01	0
v553	snv	-0.79247	0	0.01558	0
v554	snv	-0.79247	0	0.03531	0
v555	small_indel	-0.03072	0	0.01	0
v556	snv	-0.79247	0	0.01	0
v557	duplication_long	1.70777	1	0.01	1
v558	snv	-0.79247	0	0.03987	0
v559	snv	-0.79247	0	0.01	0
v560	insertion_mei	0.68668	0	0.01	0
v561	deletion_long	1.54043	1	0.02007	1
v562	snv	-0.79247	0	0.01	0
v563	snv	-0.79247	0	0.02128	0
v564	deletion_long	2.00495	0	0.01	1
v565	snv	-0.79247	0	0.0556	0
v566	deletion_short	1.3185	1	0.01	1
v567	deletion_long	1.24293	0	0.01	1
v568	str_vntr_repeat	1.20216	1	0.09843	0
v569	inversion_bnd_complex	1.54012	0	0.01	0
v570	snv	-0.79247	0	0.03038	0
v571	snv	-0.79247	0	0.01642	0
v572	snv	-0.79247	0	0.13792	0
v573	snv	-0.79247	0	0.07558	0
v574	snv	-0.79247	0	0.01	0
v575	str_vntr_repeat	1.87489	1	0.01	0
v576	snv	-0.79247	0	0.30392	0
v577	insertion_mei	1.11459	0	0.01	0
v578	snv	-0.79247	0	0.02705	0
v579	snv	-0.79247	0	0.01	0
v580	snv	-0.79247	0	0.29018	0
v581	snv	-0.79247	0	0.01	0
v582	snv	-0.79247	0	0.01	0
v583	small_indel	-0.05401	0	0.01	0
v584	snv	-0.79247	1	0.10801	0
v585	snv	-0.79247	0	0.01471	0
v586	snv	-0.79247	0	0.38182	0
v587	snv	-0.79247	1	0.06116	0
v588	snv	-0.79247	0	0.08821	0
v589	deletion_long	1.23136	0	0.01	1
v590	snv	-0.79247	0	0.01116	0
v591	snv	-0.79247	0	0.01	0
v592	snv	-0.79247	0	0.04281	0
v593	snv	-0.79247	0	0.07022	0
v594	deletion_short	1.36858	0	0.01	1
v595	inversion_bnd_complex	1.08669	1	0.01	0
v596	insertion_mei	0.51827	0	0.01	0
v597	inversion_bnd_complex	0.25237	0	0.01	0
v598	snv	-0.79247	0	0.01246	0
v599	deletion_short	1.49988	0	0.01	1
v600	str_vntr_repeat	1.80165	1	0.02464	0
v601	snv	-0.79247	0	0.01	0
v602	insertion_mei	0.3664	0	0.01	0
v603	snv	-0.79247	0	0.01	0
v604	snv	-0.79247	0	0.03034	0
v605	snv	-0.79247	0	0.03251	0
v606	deletion_long	1.91273	0	0.01	1
v607	snv	-0.79247	0	0.07773	0
v608	snv	-0.79247	0	0.02162	0
v609	snv	-0.79247	0	0.01136	0
v610	small_indel	-0.05401	0	0.08973	0
v611	insertion_mei	0.48546	1	0.01	0
v612	snv	-0.79247	0	0.01443	0
v613	duplication_long	0.2473	0	0.01	1
v614	str_vntr_repeat	1.1226	1	0.01	0
v615	snv	-0.79247	0	0.149	0
v616	duplication_long	1.13514	0	0.01	1
v617	snv	-0.79247	0	0.01	0
v618	snv	-0.79247	0	0.02266	0
v619	snv	-0.79247	0	0.01	0
v620	insertion_mei	1.74745	0	0.01	0
v621	snv	-0.79247	1	0.01	0
v622	deletion_long	0.26072	0	0.01	1
v623	snv	-0.79247	0	0.12609	0
v624	snv	-0.79247	0	0.02754	0
v625	duplication_short	2.01445	0	0.01	1
v626	duplication_long	1.05612	0	0.02785	1
v627	snv	-0.79247	0	0.01	0
v628	snv	-0.79247	0	0.01	0
v629	deletion_long	2.08643	0	0.05744	1
v630	deletion_long	1.9682	0	0.01	1
v631	other_complex_sv	1.98092	0	0.03322	0
v632	snv	-0.79247	0	0.01	0
v633	snv	-0.79247	0	0.01	0
v634	snv	-0.79247	0	0.01909	0
v635	snv	-0.79247	0	0.01	0
