variant_id	variant_class	sv_log_length	repeat_overlap	allele_frequency	is_copy_number
v184	duplication_long	0.96941	1	0.01	1
v185	snv	-0.61663	0	0.16777	0
v186	small_indel	0.29498	0	0.01	0
v187	snv	-0.61663	0	0.01	0
v188	deletion_long	1.63635	0	0.01	1
v189	snv	-0.61663	0	0.05702	0
v190	small_indel	0.0782	0	0.01	0
v191	duplication_long	1.54087	0	0.01	1
v192	inversion_bnd_complex	1.28383	0	0.01	0
v193	snv	-0.61663	0	0.01	0
v194	snv	-0.61663	0	0.01884	0
v195	deletion_short	2.7073	0	0.01	1
v196	small_indel	0.31402	0	0.11286	0
v197	duplication_long	1.52245	0	0.01614	1
v198	snv	-0.61663	0	0.01294	0
v199	inversion_bnd_complex	2.5755	0	0.01	0
v200	snv	-0.61663	0	0.01	0
v201	inversion_bnd_complex	1.00446	1	0.02199	0
v202	snv	-0.61663	0	0.06041	0
v203	snv	-0.61663	0	0.01	0
v204	snv	-0.61663	0	0.01	0
v205	snv	-0.61663	0	0.01	0
v206	other_complex_sv	1.51413	1	0.01	0
v207	insertion_mei	1.71307	0	0.01	0
v208	deletion_short	2.4864	0	0.01	1
v209	snv	-0.61663	0	0.01	0
v210	snv	-0.61663	0	0.01	0
v211	deletion_long	2.3602	0	0.01	1
v212	deletion_long	1.9234	0	0.01	1
v213	inversion_bnd_complex	0.89762	0	0.01313	0
v214	snv	-0.61663	0	0.03756	0
v215	snv	-0.61663	0	0.11471	0
v216	duplication_short	2.23509	0	0.01	1
v217	other_complex_sv	0.80454	1	0.01456	0
v218	duplication_short	0.92671	0	0.01	1
v219	duplication_long	1.67849	0	0.01	1
v220	snv	-0.61663	0	0.12132	0
v221	snv	-0.61663	1	0.01	0
v222	snv	-0.61663	0	0.02045	0
v223	snv	-0.61663	0	0.01536	0
v224	snv	-0.61663	0	0.01763	0
v225	snv	-0.61663	0	0.01119	0
v226	snv	-0.61663	0	0.01	0
v227	snv	-0.61663	0	0.14872	0
v228	small_indel	-0.34131	0	0.01	0
v229	snv	-0.61663	0	0.07706	0
v230	inversion_bnd_complex	0.57133	0	0.01	0
v231	snv	-0.61663	1	0.01	0
v232	duplication_long	2.35411	0	0.01	1
v233	snv	-0.61663	0	0.01	0
v234	snv	-0.61663	1	0.01	0
v235	snv	-0.61663	0	0.04077	0
v236	snv	-0.61663	0	0.14591	0
v237	small_indel	0.20934	0	0.01639	0
v238	snv	-0.61663	0	0.01	0
v239	other_complex_sv	1.18673	0	0.09629	0
v240	snv	-0.61663	1	0.01	0
v241	snv	-0.61663	0	0.22398	0
v242	snv	-0.61663	0	0.01	0
v243	snv	-0.61663	0	0.01	0
v244	snv	-0.61663	0	0.15915	0
v245	snv	-0.61663	0	0.02088	0
v246	small_indel	0.34286	0	0.01	0
v247	snv	-0.61663	0	0.01	0
v248	snv	-0.61663	0	0.06836	0
v249	snv	-0.61663	0	0.01	0
v250	insertion_mei	0.89399	0	0.01	0
v251	str_vntr_repeat	1.12063	1	0.01	0
v252	snv	-0.61663	0	0.01	0
v253	snv	-0.61663	0	0.14335	0
v254	inversion_bnd_complex	1.76006	0	0.01	0
v255	str_vntr_repeat	2.05497	1	0.01468	0
v256	snv	-0.61663	0	0.08197	0
v257	snv	-0.61663	0	0.05237	0
v258	small_indel	0.23574	0	0.01	0
v259	snv	-0.61663	0	0.01	0
v260	deletion_long	0.55104	0	0.01	1
v261	deletion_long	1.13881	0	0.01	1
v262	duplication_short	1.43881	0	0.01	1
v263	snv	-0.61663	0	0.01	0
v264	snv	-0.61663	0	0.01	0
v265	snv	-0.61663	0	0.01741	0
v266	snv	-0.61663	0	0.01	0
v267	snv	-0.61663	1	0.02905	0
v268	snv	-0.61663	0	0.0956	0
v269	snv	-0.61663	1	0.01	0
v270	small_indel	0.33172	1	0.02023	0
v271	snv	-0.61663	0	0.01	0
v272	snv	-0.61663	0	0.01023	0
v273	snv	-0.61663	0	0.01	0
v274	duplication_long	0.93726	0	0.01	1
v275	snv	-0.61663	1	0.01	0
v276	small_indel	0.25191	0	0.01	0
v277	snv	-0.61663	0	0.03246	0
v278	snv	-0.61663	0	0.01	0
v279	snv	-0.61663	0	0.01	0
v280	snv	-0.61663	1	0.05315	0
v281	inversion_bnd_complex	0.5981	0	0.01	0
v282	str_vntr_repeat	1.268	1	0.01	0
v283	snv	-0.61663	0	0.01	0
v284	snv	-0.61663	0	0.24563	0
v285	snv	-0.61663	0	0.07879	0
v286	other_complex_sv	1.67867	1	0.01	0
v287	snv	-0.61663	0	0.08537	0
v288	snv	-0.61663	0	0.01831	0
v289	snv	-0.61663	0	0.01	0
v290	snv	-0.61663	0	0.01	0
v291	duplication_long	2.41229	0	0.01	1
v292	small_indel	0.32006	0	0.01	0
v293	snv	-0.61663	0	0.16405	0
v294	deletion_short	0.56374	0	0.01	1
v295	small_indel	0.19988	0	0.01	0
v296	snv	-0.61663	0	0.04388	0
v297	duplication_long	2.11589	0	0.01	1
v298	deletion_long	1.64109	1	0.01	1
v299	small_indel	0.19005	0	0.06265	0
v300	insertion_mei	0.88029	0	0.01	0
v301	other_complex_sv	0.95893	0	0.01	0
v302	snv	-0.61663	0	0.0763	0
v303	small_indel	-0.34131	0	0.07231	0
v304	snv	-0.61663	0	0.02899	0
v305	snv	-0.61663	0	0.01	0
v306	snv	-0.61663	0	0.01	0
v307	snv	-0.61663	0	0.01	0
v308	small_indel	0.23574	0	0.0139	0
v309	snv	-0.61663	0	0.02685	0
v310	snv	-0.61663	0	0.0163	0
v311	snv	-0.61663	0	0.09552	0
v312	snv	-0.61663	0	0.01	0
v313	insertion_mei	2.39383	0	0.01426	0
v314	snv	-0.61663	0	0.01	0
v315	snv	-0.61663	0	0.04044	0
v316	snv	-0.61663	1	0.128	0
v317	inversion_bnd_complex	2.05061	0	0.01	0
v318	snv	-0.61663	0	0.16634	0
v319	other_complex_sv	2.07917	0	0.01	0
v320	snv	-0.61663	0	0.01	0
v321	snv	-0.61663	0	0.01	0
v322	duplication_long	2.10616	0	0.01	1
v323	snv	-0.61663	1	0.03326	0
v324	snv	-0.61663	0	0.01	0
v325	snv	-0.61663	0	0.03231	0
v326	small_indel	0.14635	0	0.01	0
v327	duplication_short	2.04131	0	0.01	1
v328	small_indel	0.10772	1	0.01	0
v329	snv	-0.61663	0	0.01	0
v330	snv	-0.61663	0	0.01	0
v331	insertion_mei	2.54217	0	0.01	0
v332	str_vntr_repeat	1.88039	1	0.01	0
v333	snv	-0.61663	0	0.01	0
v334	snv	-0.61663	0	0.01997	0
v335	snv	-0.61663	0	0.26909	0
v336	snv	-0.61663	0	0.04804	0
v337	snv	-0.61663	0	0.01	0
v338	snv	-0.61663	1	0.01	0
v339	str_vntr_repeat	1.3971	1	0.01181	0
v340	snv	-0.61663	0	0.01	0
v341	snv	-0.61663	0	0.01	0
v342	snv	-0.61663	0	0.0373	0
v343	snv	-0.61663	0	0.01	0
v344	small_indel	0.04474	0	0.01	0
v345	snv	-0.61663	0	0.1401	0
v346	insertion_mei	0.98987	0	0.01	0
v347	snv	-0.61663	0	0.02436	0
v348	duplication_short	2.57933	0	0.01	1
v349	snv	-0.61663	0	0.01	0
v350	small_indel	0.35869	0	0.19891	0
v351	small_indel	0.17982	0	0.01	0
v352	snv	-0.61663	0	0.01	0
v353	snv	-0.61663	0	0.01	0
v354	snv	-0.61663	0	0.01	0
v355	deletion_long	1.0756	0	0.01354	1
v356	snv	-0.61663	0	0.01	0
v357	snv	-0.61663	0	0.01	0
v358	snv	-0.61663	0	0.24022	0
v359	snv	-0.61663	1	0.01	0
v360	snv	-0.61663	0	0.07595	0
v361	snv	-0.61663	0	0.07091	0
v362	small_indel	-0.26921	0	0.27643	0
v363	snv	-0.61663	0	0.01	0
v364	snv	-0.61663	1	0.01036	0
v365	snv	-0.61663	0	0.01	0
v366	insertion_mei	1.2055	0	0.01	0
v367	snv	-0.61663	0	0.10124	0
v368	deletion_short	2.05069	0	0.01	1
v369	small_indel	-0.21329	1	0.20642	0
v370	snv	-0.61663	1	0.01	0
v371	snv	-0.61663	0	0.03229	0
v372	snv	-0.61663	0	0.01	0
v373	snv	-0.61663	0	0.09451	0
v374	snv	-0.61663	0	0.01	0
v375	snv	-0.61663	0	0.06615	0
v376	duplication_short	1.54515	0	0.01	1
v377	duplication_long	1.78919	0	0.01	1
v378	snv	-0.61663	0	0.03497	0
v379	snv	-0.61663	0	0.01	0
v380	snv	-0.61663	0	0.0501	0
v381	snv	-0.61663	0	0.01	0
v382	deletion_long	0.82173	0	0.01	1
v383	snv	-0.61663	0	0.01	0
v384	snv	-0.61663	0	0.01	0
v385	snv	-0.61663	0	0.01	0
v386	small_indel	-0.1676	0	0.16043	0
v387	snv	-0.61663	1	0.0403	0
v388	inversion_bnd_complex	1.95647	0	0.02256	0
v389	snv	-0.61663	0	0.01	0
v390	snv	-0.61663	0	0.01	0
v391	snv	-0.61663	0	0.01121	0
v392	snv	-0.61663	0	0.01	0
v393	snv	-0.61663	0	0.02357	0
v394	snv	-0.61663	0	0.03398	0
v395	snv	-0.61663	0	0.04676	0
v396	snv	-0.61663	1	0.17567	0
v397	small_indel	0.25963	0	0.01	0
v398	snv	-0.61663	0	0.01	0
v399	snv	-0.61663	0	0.07099	0
v400	snv	-0.61663	0	0.01	0
v401	inversion_bnd_complex	1.569	0	0.01	0
v402	small_indel	0.13413	0	0.06671	0
v403	snv	-0.61663	0	0.32225	0
v404	snv	-0.61663	0	0.11275	0
v405	snv	-0.61663	0	0.02434	0
v406	snv	-0.61663	0	0.01	0
v407	small_indel	-0.03958	0	0.01	0
v408	snv	-0.61663	1	0.01	0
v409	snv	-0.61663	0	0.01	0
v410	inversion_bnd_complex	1.74224	1	0.01	0
v411	insertion_mei	1.4652	0	0.01	0
v412	snv	-0.61663	0	0.01	0
v413	snv	-0.61663	0	0.01	0
v414	snv	-0.61663	0	0.03306	0
v415	other_complex_sv	0.88342	0	0.01	0
v416	snv	-0.61663	0	0.02393	0
v417	deletion_short	1.46737	0	0.01	1
v418	snv	-0.61663	0	0.07888	0
v419	snv	-0.61663	0	0.08249	0
v420	snv	-0.61663	0	0.01	0
v421	deletion_short	2.20674	0	0.01	1
v422	snv	-0.61663	0	0.01	0
v423	snv	-0.61663	0	0.01411	0
v424	snv	-0.61663	1	0.01	0
v425	snv	-0.61663	0	0.01556	0
v426	snv	-0.61663	0	0.01	0
v427	snv	-0.61663	1	0.01	0
v428	snv	-0.61663	0	0.01	0
v429	snv	-0.61663	0	0.01144	0
v430	snv	-0.61663	0	0.01355	0
v431	snv	-0.61663	0	0.01	0
v432	snv	-0.61663	0	0.11821	0
v433	snv	-0.61663	0	0.01	0
v434	snv	-0.61663	0	0.01	0
v435	small_indel	0.02617	0	0.01	0
v436	snv	-0.61663	0	0.04855	0
v437	snv	-0.61663	0	0.01995	0
v438	snv	-0.61663	0	0.19698	0
v439	small_indel	0.16915	0	0.01	0
v440	snv	-0.61663	0	0.01	0
v441	snv	-0.61663	0	0.0534	0
v442	deletion_short	1.12592	1	0.01	1
v443	snv	-0.61663	0	0.01	0
v444	small_indel	0.23574	0	0.01	0
v445	snv	-0.61663	0	0.01	0
v446	snv	-0.61663	0	0.01	0
v447	snv	-0.61663	0	0.01	0
v448	snv	-0.61663	0	0.01	0
v449	str_vntr_repeat	2.73771	1	0.01	0
v450	snv	-0.61663	0	0.08181	0
v451	small_indel	0.21845	0	0.02247	0
v452	snv	-0.61663	0	0.01	0
v453	snv	-0.61663	0	0.01	0
v454	snv	-0.61663	0	0.08593	0
v455	snv	-0.61663	0	0.01	0
v456	snv	-0.61663	0	0.0179	0
v457	snv	-0.61663	1	0.01048	0
v458	deletion_long	1.78064	0	0.04617	1
v459	snv	-0.61663	0	0.03136	0
v460	snv	-0.61663	1	0.01	0
v461	snv	-0.61663	0	0.02995	0
v462	duplication_long	1.6313	0	0.01176	1
v463	snv	-0.61663	0	0.01	0
v464	small_indel	0.04474	0	0.01	0
v465	deletion_short	1.32716	1	0.01	1
v466	snv	-0.61663	0	0.04111	0
v467	snv	-0.61663	0	0.0182	0
v468	snv	-0.61663	0	0.01254	0
v469	snv	-0.61663	0	0.01	0
v470	duplication_long	1.21281	0	0.04341	1
v471	inversion_bnd_complex	0.62689	0	0.01	0
v472	snv	-0.61663	1	0.0611	0
v473	str_vntr_repeat	2.32712	1	0.06459	0
v474	insertion_mei	1.58586	0	0.01	0
v475	snv	-0.61663	0	0.01262	0
v476	snv	-0.61663	0	0.01	0
v477	other_complex_sv	0.84205	0	0.01	0
v478	snv	-0.61663	0	0.01	0
v479	snv	-0.61663	0	0.04113	0
v480	snv	-0.61663	0	0.01	0
v481	duplication_short	1.75099	0	0.01	1
v482	snv	-0.61663	0	0.10108	0
v483	snv	-0.61663	0	0.01	0
v484	snv	-0.61663	0	0.14403	0
v485	snv	-0.61663	0	0.03726	0
v486	snv	-0.61663	1	0.03755	0
v487	duplication_long	0.9649	0	0.01	1
v488	snv	-0.61663	1	0.11388	0
v489	inversion_bnd_complex	1.98545	0	0.01141	0
v490	snv	-0.61663	0	0.14701	0
v491	snv	-0.61663	0	0.01	0
v492	deletion_short	1.39957	0	0.02223	1
v493	snv	-0.61663	0	0.01	0
v494	snv	-0.61663	1	0.01044	0
v495	small_indel	0.16915	0	0.01	0
v496	snv	-0.61663	0	0.01	0
v497	snv	-0.61663	0	0.01365	0
v498	str_vntr_repeat	1.84071	1	0.01	0
v499	snv	-0.61663	0	0.01	0
v500	small_indel	-0.26921	0	0.16812	0
v501	snv	-0.61663	0	0.01	0
v502	deletion_long	1.32656	0	0.01	1
v503	snv	-0.61663	0	0.01	0
v504	inversion_bnd_complex	0.65722	0	0.01	0
v505	snv	-0.61663	0	0.01	0
v506	snv	-0.61663	0	0.01	0
v507	snv	-0.61663	0	0.16069	0
v508	duplication_long	1.88934	0	0.01	1
v509	inversion_bnd_complex	1.04074	0	0.01	0
v510	snv	-0.61663	0	0.01	0
v511	snv	-0.61663	0	0.05814	0
v512	snv	-0.61663	0	0.039	0
v513	small_indel	0.04474	0	0.08291	0
v514	snv	-0.61663	0	0.03069	0
v515	snv	-0.61663	1	0.04626	0
v516	snv	-0.61663	0	0.05503	0
v517	small_indel	0.25963	0	0.01	0
v518	snv	-0.61663	0	0.01	0
v519	snv	-0.61663	0	0.03272	0
v520	snv	-0.61663	0	0.01	0
v521	insertion_mei	2.5437	0	0.01	0
v522	str_vntr_repeat	0.56361	1	0.01	0
v523	snv	-0.61663	1	0.11021	0
v524	snv	-0.61663	1	0.13247	0
v525	small_indel	0.30783	0	0.0213	0
v526	snv	-0.61663	0	0.01	0
v527	snv	-0.61663	0	0.01	0
v528	snv	-0.61663	0	0.05241	0
v529	snv	-0.61663	0	0.03034	0
v530	snv	-0.61663	0	0.08038	0
v531	snv	-0.61663	0	0.01	0
v532	snv	-0.61663	0	0.01	0
v533	other_complex_sv	1.01715	0	0.03141	0
v534	snv	-0.61663	0	0.01	0
v535	small_indel	-0.44292	0	0.08793	0
v536	snv	-0.61663	0	0.35773	0
v537	snv	-0.61663	0	0.07121	0
v538	snv	-0.61663	0	0.01861	0
v539	snv	-0.61663	0	0.01	0
v540	small_indel	0.20934	0	0.06155	0
v541	snv	-0.61663	0	0.01	0
v542	duplication_short	1.15865	0	0.02221	1
v543	snv	-0.61663	0	0.02043	0
v544	snv	-0.61663	0	0.01	0
v545	snv	-0.61663	0	0.01	0
v546	snv	-0.61663	0	0.03428	0
v547	insertion_mei	1.36467	0	0.01	0
v548	snv	-0.61663	0	0.01	0
v549	snv	-0.61663	0	0.01	0
v550	snv	-0.61663	0	0.26287	0
v551	small_indel	0.20934	0	0.01	0
v552	snv	-0.61663	0	0.01	0
v553	duplication_short	2.6187	0	0.01468	1
v554	snv	-0.61663	0	0.01	0
v555	snv	-0.61663	0	0.1391	0
v556	snv	-0.61663	0	0.09741	0
v557	snv	-0.61663	0	0.10573	0
v558	snv	-0.61663	0	0.01	0
v559	snv	-0.61663	0	0.01	0
v560	snv	-0.61663	0	0.0336	0
v561	snv	-0.61663	0	0.01	0
v562	snv	-0.61663	0	0.0685	0
v563	snv	-0.61663	1	0.05861	0
v564	insertion_mei	0.76675	1	0.01	0
v565	snv	-0.61663	0	0.01	0
v566	inversion_bnd_complex	1.25433	0	0.01	0
v567	snv	-0.61663	0	0.0482	0
v568	snv	-0.61663	0	0.01	0
v569	snv	-0.61663	0	0.01	0
v570	snv	-0.61663	1	0.01	0
v571	snv	-0.61663	0	0.01	0
v572	snv	-0.61663	0	0.0926	0
v573	snv	-0.61663	0	0.01	0
v574	snv	-0.61663	0	0.01	0
v575	snv	-0.61663	0	0.03028	0
v576	snv	-0.61663	0	0.01548	0
v577	snv	-0.61663	0	0.02897	0
v578	snv	-0.61663	0	0.02542	0
v579	snv	-0.61663	0	0.0949	0
v580	snv	-0.61663	0	0.01	0
v581	snv	-0.61663	0	0.01	0
v582	snv	-0.61663	0	0.01	0
v583	small_indel	0.22724	1	0.01	0
v584	snv	-0.61663	0	0.01	0
v585	snv	-0.61663	0	0.01	0
v586	snv	-0.61663	0	0.06629	0
v587	snv	-0.61663	0	0.01	0
v588	inversion_bnd_complex	1.19372	0	0.01	0
v589	snv	-0.61663	0	0.01	0
v590	str_vntr_repeat	1.82393	1	0.01	0
v591	insertion_mei	1.80339	0	0.01	0
v592	snv	-0.61663	1	0.17669	0
v593	snv	-0.61663	0	0.01623	0
v594	duplication_short	0.97853	0	0.01	1
v595	duplication_long	1.83113	0	0.04511	1
v596	snv	-0.61663	0	0.01	0
v597	snv	-0.61663	0	0.01	0
v598	inversion_bnd_complex	2.52866	0	0.01	0
v599	snv	-0.61663	0	0.12318	0
v600	snv	-0.61663	0	0.01	0
v601	inversion_bnd_complex	1.36709	0	0.02267	0
v602	snv	-0.61663	0	0.01	0
v603	deletion_long	2.18357	1	0.01	1
v604	str_vntr_repeat	1.22464	1	0.01956	0
v605	snv	-0.61663	0	0.01	0
v606	snv	-0.61663	0	0.07156	0
v607	snv	-0.61663	0	0.03346	0
v608	snv	-0.61663	0	0.01	0
v609	snv	-0.61663	0	0.01	0
v610	inversion_bnd_complex	1.09682	0	0.01	0
v611	snv	-0.61663	0	0.08837	0
v612	snv	-0.61663	0	0.06034	0
v613	insertion_mei	2.04135	0	0.01	0
v614	duplication_long	1.25779	0	0.01	1
v615	snv	-0.61663	0	0.01	0
v616	snv	-0.61663	0	0.01	0
v617	snv	-0.61663	0	0.01	0
v618	snv	-0.61663	0	0.01636	0
v619	snv	-0.61663	0	0.01575	0
v620	snv	-0.61663	0	0.02193	0
v621	small_indel	-0.12897	0	0.0116	0
v622	str_vntr_repeat	1.40195	1	0.01	0
v623	snv	-0.61663	0	0.01	0
v624	duplication_short	1.70191	1	0.01	1
v625	small_indel	0.0782	0	0.01074	0
v626	small_indel	0.14635	0	0.04258	0
v627	small_indel	0.16915	0	0.02267	0
v628	small_indel	0.32006	0	0.01	0
v629	snv	-0.61663	0	0.01	0
v630	str_vntr_repeat	2.55952	1	0.01	0
v631	deletion_short	0.56464	0	0.01	1
v632	snv	-0.61663	0	0.01	0
v633	snv	-0.61663	0	0.01888	0
v634	snv	-0.61663	0	0.06055	0
v635	insertion_mei	2.79869	0	0.01	0
v636	snv	-0.61663	0	0.01	0
v637	other_complex_sv	2.77084	0	0.01	0
v638	snv	-0.61663	0	0.01	0
v639	snv	-0.61663	0	0.01	0
v640	duplication_short	0.57327	0	0.017	1
v641	inversion_bnd_complex	2.35168	0	0.01	0
v642	snv	-0.61663	0	0.01	0
v643	other_complex_sv	2.42982	0	0.01	0
v644	snv	-0.61663	0	0.01	0
v645	snv	-0.61663	1	0.03723	0
v646	snv	-0.61663	0	0.01	0
v647	snv	-0.61663	0	0.01	0
v648	snv	-0.61663	0	0.03698	0
v649	snv	-0.61663	0	0.01439	0
