variant_id	variant_class	sv_log_length	repeat_overlap	allele_frequency	is_copy_number
v117	other_complex_sv	1.02269	0	0.01	0
v118	snv	-0.68692	0	0.01	0
v119	small_indel	-0.26861	0	0.01	0
v120	snv	-0.68692	0	0.03633	0
v121	small_indel	-0.36327	0	0.01	0
v122	snv	-0.68692	0	0.01	0
v123	snv	-0.68692	0	0.01	0
v124	small_indel	-0.14935	0	0.02448	0
v125	snv	-0.68692	1	0.01	0
v126	snv	-0.68692	1	0.01	0
v127	deletion_short	0.48204	0	0.01	1
v128	snv	-0.68692	0	0.10161	0
v129	insertion_mei	2.27612	0	0.01	0
v130	snv	-0.68692	0	0.01	0
v131	snv	-0.68692	0	0.03619	0
v132	snv	-0.68692	0	0.01	0
v133	snv	-0.68692	0	0.0391	0
v134	small_indel	-0.0708	0	0.04342	0
v135	snv	-0.68692	1	0.01	0
v136	snv	-0.68692	0	0.01	0
v137	snv	-0.68692	0	0.11807	0
v138	snv	-0.68692	0	0.01	0
v139	snv	-0.68692	0	0.09147	0
v140	snv	-0.68692	0	0.01	0
v141	str_vntr_repeat	1.37157	1	0.06022	0
v142	duplication_long	0.96629	0	0.01	1
v143	insertion_mei	1.50256	0	0.01	0
v144	small_indel	0.09922	0	0.01	0
v145	duplication_short	1.52494	0	0.01	1
v146	str_vntr_repeat	1.07323	1	0.02507	0
v147	snv	-0.68692	0	0.01	0
v148	snv	-0.68692	0	0.01	0
v149	snv	-0.68692	0	0.01	0
v150	small_indel	0.05504	0	0.01	0
v151	str_vntr_repeat	0.77625	1	0.01	0
v152	small_indel	0.09103	0	0.04181	0
v153	snv	-0.68692	0	0.01	0
v154	duplication_short	2.07406	0	0.01258	1
v155	snv	-0.68692	0	0.04316	0
v156	insertion_mei	0.84749	0	0.02802	0
v157	snv	-0.68692	0	0.01	0
v158	deletion_long	0.69964	0	0.01	1
v159	insertion_mei	1.71227	0	0.01	0
v160	snv	-0.68692	0	0.06387	0
v161	small_indel	-0.05469	0	0.07466	0
v162	snv	-0.68692	0	0.01	0
v163	snv	-0.68692	0	0.01	0
v164	snv	-0.68692	0	0.01	0
v165	snv	-0.68692	0	0.01	0
v166	insertion_mei	1.76718	0	0.01	0
v167	deletion_short	0.74568	0	0.01	1
v168	duplication_short	1.49631	0	0.01	1
v169	snv	-0.68692	0	0.01113	0
v170	snv	-0.68692	0	0.01	0
v171	duplication_short	2.00742	1	0.01	1
v172	snv	-0.68692	0	0.01	0
v173	snv	-0.68692	0	0.01	0
v174	snv	-0.68692	0	0.01	0
v175	snv	-0.68692	0	0.01	0
v176	snv	-0.68692	0	0.08143	0
v177	snv	-0.68692	0	0.01	0
v178	snv	-0.68692	0	0.05689	0
v179	snv	-0.68692	0	0.04327	0
v180	snv	-0.68692	0	0.15741	0
v181	duplication_long	0.44305	0	0.01	1
v182	snv	-0.68692	0	0.01	0
v183	snv	-0.68692	0	0.01	0
v184	snv	-0.68692	1	0.01	0
v185	snv	-0.68692	0	0.11584	0
v186	inversion_bnd_complex	0.75675	0	0.01	0
v187	small_indel	0.09103	0	0.03625	0
v188	snv	-0.68692	1	0.01289	0
v189	snv	-0.68692	0	0.01	0
v190	snv	-0.68692	0	0.02029	0
v191	snv	-0.68692	0	0.01053	0
v192	snv	-0.68692	0	0.01	0
v193	snv	-0.68692	0	0.01	0
v194	snv	-0.68692	0	0.01223	0
v195	snv	-0.68692	0	0.20052	0
v196	str_vntr_repeat	1.95738	1	0.01	0
v197	snv	-0.68692	0	0.01297	0
v198	duplication_short	1.4698	0	0.01	1
v199	snv	-0.68692	1	0.22513	0
v200	deletion_long	2.41787	0	0.01	1
v201	snv	-0.68692	0	0.03358	0
v202	insertion_mei	1.43322	0	0.01	0
v203	other_complex_sv	0.48083	0	0.01405	0
v204	deletion_long	2.43583	0	0.03616	1
v205	snv	-0.68692	1	0.01752	0
v206	deletion_long	2.29245	1	0.08534	1
v207	snv	-0.68692	0	0.01345	0
v208	duplication_long	2.08913	0	0.01	1
v209	snv	-0.68692	0	0.01	0
v210	duplication_short	2.10345	0	0.01	1
v211	small_indel	-0.23262	0	0.02977	0
v212	snv	-0.68692	0	0.09113	0
v213	snv	-0.68692	0	0.01062	0
v214	snv	-0.68692	0	0.01	0
v215	snv	-0.68692	0	0.01	0
v216	deletion_short	0.67828	0	0.02827	1
v217	duplication_short	0.52779	0	0.01	1
v218	small_indel	0.10713	0	0.12445	0
v219	str_vntr_repeat	0.64827	1	0.01	0
v220	snv	-0.68692	0	0.01655	0
v221	snv	-0.68692	0	0.14893	0
v222	small_indel	-0.14935	0	0.01	0
v223	small_indel	-0.01213	0	0.01	0
v224	duplication_short	0.80705	0	0.01	1
v225	small_indel	0.01247	0	0.01639	0
v226	deletion_long	0.55289	0	0.01	1
v227	small_indel	0.14312	0	0.01	0
v228	snv	-0.68692	0	0.11333	0
v229	snv	-0.68692	0	0.01	0
v230	small_indel	-0.20145	0	0.01	0
v231	snv	-0.68692	0	0.01	0
v232	inversion_bnd_complex	2.21129	0	0.04034	0
v233	deletion_short	2.08253	0	0.04404	1
v234	snv	-0.68692	0	0.01	0
v235	snv	-0.68692	0	0.01	0
v236	snv	-0.68692	1	0.01	0
v237	snv	-0.68692	0	0.05319	0
v238	snv	-0.68692	0	0.01617	0
v239	snv	-0.68692	0	0.04115	0
v240	snv	-0.68692	0	0.02377	0
v241	snv	-0.68692	0	0.01	0
v242	inversion_bnd_complex	1.0883	0	0.01	0
v243	snv	-0.68692	0	0.09189	0
v244	str_vntr_repeat	0.8477	1	0.01252	0
v245	snv	-0.68692	0	0.01	0
v246	snv	-0.68692	0	0.12014	0
v247	deletion_long	2.15041	0	0.01	1
v248	snv	-0.68692	0	0.01	0
v249	deletion_short	0.82989	0	0.01	1
v250	snv	-0.68692	0	0.01128	0
v251	snv	-0.68692	0	0.01	0
v252	other_complex_sv	0.66216	1	0.01	0
v253	inversion_bnd_complex	2.18958	0	0.01	0
v254	snv	-0.68692	0	0.01	0
v255	small_indel	0.09922	0	0.01	0
v256	inversion_bnd_complex	2.42119	0	0.01	0
v257	snv	-0.68692	0	0.01	0
v258	inversion_bnd_complex	1.59779	0	0.01	0
v259	snv	-0.68692	0	0.01	0
v260	small_indel	-0.02547	0	0.01	0
v261	small_indel	-0.05469	0	0.0163	0
v262	snv	-0.68692	0	0.01	0
v263	duplication_short	1.39842	0	0.01	1
v264	snv	-0.68692	0	0.01	0
v265	small_indel	0.16839	0	0.01669	0
v266	snv	-0.68692	0	0.05664	0
v267	other_complex_sv	1.87423	0	0.01	0
v268	snv	-0.68692	0	0.01	0
v269	snv	-0.68692	0	0.37697	0
v270	snv	-0.68692	0	0.05173	0
v271	snv	-0.68692	0	0.01	0
v272	snv	-0.68692	0	0.01	0
v273	duplication_short	1.43413	0	0.01	1
v274	snv	-0.68692	0	0.15664	0
v275	inversion_bnd_complex	2.01608	1	0.01	0
v276	snv	-0.68692	1	0.01	0
v277	snv	-0.68692	0	0.1314	0
v278	snv	-0.68692	0	0.01	0
v279	snv	-0.68692	0	0.01	0
v280	snv	-0.68692	0	0.03146	0
v281	snv	-0.68692	0	0.04813	0
v282	snv	-0.68692	0	0.14885	0
v283	snv	-0.68692	0	0.01	0
v284	small_indel	0.19655	0	0.01	0
v285	snv	-0.68692	0	0.01528	0
v286	str_vntr_repeat	1.2977	1	0.01	0
v287	deletion_short	0.76269	0	0.01	1
v288	snv	-0.68692	0	0.01	0
v289	snv	-0.68692	1	0.01	0
v290	small_indel	0.19118	0	0.01	0
v291	other_complex_sv	1.50537	0	0.01	0
v292	snv	-0.68692	0	0.01	0
v293	snv	-0.68692	0	0.01	0
v294	snv	-0.68692	0	0.01	0
v295	snv	-0.68692	0	0.01	0
v296	snv	-0.68692	0	0.11561	0
v297	snv	-0.68692	0	0.01	0
v298	other_complex_sv	2.50815	0	0.01	0
v299	snv	-0.68692	0	0.0371	0
v300	snv	-0.68692	0	0.04898	0
v301	snv	-0.68692	0	0.0904	0
v302	inversion_bnd_complex	1.2389	0	0.01611	0
v303	snv	-0.68692	0	0.06571	0
v304	inversion_bnd_complex	2.52778	0	0.0542	0
v305	deletion_short	0.39317	0	0.01	1
v306	snv	-0.68692	0	0.01	0
v307	small_indel	-0.31118	1	0.01	0
v308	small_indel	0.19655	0	0.01648	0
v309	snv	-0.68692	0	0.01052	0
v310	snv	-0.68692	0	0.01	0
v311	snv	-0.68692	0	0.01	0
v312	snv	-0.68692	1	0.01548	0
v313	snv	-0.68692	0	0.01	0
v314	small_indel	0.0451	0	0.01	0
v315	snv	-0.68692	0	0.01911	0
v316	deletion_short	1.83643	0	0.01	1
v317	snv	-0.68692	0	0.01	0
v318	duplication_short	1.03424	0	0.0277	1
v319	snv	-0.68692	0	0.13499	0
v320	snv	-0.68692	0	0.0117	0
v321	insertion_mei	0.67307	1	0.01	0
v322	snv	-0.68692	0	0.22219	0
v323	snv	-0.68692	0	0.05325	0
v324	snv	-0.68692	0	0.01	0
v325	snv	-0.68692	1	0.01	0
v326	other_complex_sv	0.85815	0	0.02617	0
v327	deletion_long	1.10594	0	0.01	1
v328	snv	-0.68692	0	0.01	0
v329	snv	-0.68692	0	0.37997	0
v330	snv	-0.68692	0	0.04636	0
v331	snv	-0.68692	0	0.01	0
v332	snv	-0.68692	0	0.01	0
v333	snv	-0.68692	0	0.02546	0
v334	snv	-0.68692	0	0.12512	0
v335	snv	-0.68692	0	0.39069	0
v336	other_complex_sv	0.79526	0	0.01	0
v337	deletion_short	0.89693	0	0.01	1
v338	snv	-0.68692	0	0.09823	0
v339	snv	-0.68692	0	0.13122	0
v340	snv	-0.68692	0	0.0598	0
v341	snv	-0.68692	0	0.01	0
v342	snv	-0.68692	0	0.01	0
v343	small_indel	-0.31118	0	0.01	0
v344	small_indel	-0.02547	1	0.30147	0
v345	snv	-0.68692	0	0.0253	0
v346	deletion_long	1.76454	0	0.01	1
v347	snv	-0.68692	0	0.03518	0
v348	str_vntr_repeat	1.88339	1	0.01	0
v349	snv	-0.68692	0	0.01	0
v350	small_indel	-0.1271	0	0.02297	0
v351	small_indel	0.18569	0	0.01	0
v352	deletion_long	1.66064	0	0.01	1
v353	snv	-0.68692	0	0.01	0
v354	snv	-0.68692	0	0.01	0
v355	other_complex_sv	0.57888	0	0.01	0
v356	small_indel	0.2018	0	0.01	0
v357	small_indel	-0.05469	0	0.17363	0
v358	snv	-0.68692	0	0.01	0
v359	snv	-0.68692	0	0.01	0
v360	snv	-0.68692	0	0.01	0
v361	small_indel	-0.02547	0	0.01905	0
v362	inversion_bnd_complex	1.91366	0	0.01628	0
v363	snv	-0.68692	1	0.01	0
v364	snv	-0.68692	0	0.03918	0
v365	other_complex_sv	2.34063	1	0.01062	0
v366	snv	-0.68692	0	0.01	0
v367	snv	-0.68692	0	0.18909	0
v368	duplication_short	2.47211	0	0.01	1
v369	snv	-0.68692	0	0.03949	0
v370	inversion_bnd_complex	1.59398	0	0.01	0
v371	snv	-0.68692	0	0.01	0
v372	snv	-0.68692	1	0.01	0
v373	deletion_long	1.09546	0	0.01	1
v374	snv	-0.68692	0	0.01038	0
v375	duplication_long	2.51655	0	0.01	1
v376	snv	-0.68692	0	0.01	0
v377	snv	-0.68692	0	0.01	0
v378	small_indel	0.21686	0	0.01	0
v379	snv	-0.68692	0	0.01	0
v380	snv	-0.68692	0	0.01	0
v381	snv	-0.68692	1	0.01	0
v382	insertion_mei	0.39238	0	0.01	0
v383	duplication_short	1.84349	0	0.01	1
v384	snv	-0.68692	0	0.01	0
v385	snv	-0.68692	0	0.01	0
v386	snv	-0.68692	0	0.03575	0
v387	snv	-0.68692	0	0.01	0
v388	small_indel	0.06457	0	0.02554	0
v389	snv	-0.68692	0	0.04784	0
v390	snv	-0.68692	0	0.01	0
v391	snv	-0.68692	0	0.01	0
v392	deletion_short	1.12325	0	0.01	1
v393	small_indel	-0.17395	0	0.01	0
v394	small_indel	-0.31118	0	0.01	0
v395	deletion_long	2.46995	0	0.01	1
v396	snv	-0.68692	0	0.02237	0
v397	insertion_mei	1.18062	0	0.01	0
v398	str_vntr_repeat	2.35543	1	0.01	0
v399	deletion_short	1.69383	0	0.01	1
v400	snv	-0.68692	0	0.19889	0
v401	str_vntr_repeat	1.37887	1	0.01	0
v402	snv	-0.68692	0	0.15209	0
v403	snv	-0.68692	0	0.04355	0
v404	snv	-0.68692	0	0.04555	0
v405	other_complex_sv	1.94119	0	0.02501	0
v406	snv	-0.68692	0	0.01	0
v407	snv	-0.68692	0	0.01	0
v408	snv	-0.68692	0	0.02137	0
v409	snv	-0.68692	0	0.01	0
v410	deletion_short	1.89278	0	0.01	1
v411	snv	-0.68692	0	0.01	0
v412	deletion_long	2.09453	0	0.05959	1
v413	insertion_mei	0.63877	0	0.01597	0
v414	duplication_long	1.95017	0	0.01	1
v415	small_indel	0.08254	0	0.01	0
v416	duplication_long	0.98695	0	0.01	1
v417	snv	-0.68692	0	0.01	0
v418	snv	-0.68692	0	0.02222	0
v419	snv	-0.68692	0	0.12115	0
v420	deletion_short	2.33759	1	0.01	1
v421	deletion_long	1.8866	0	0.01	1
v422	snv	-0.68692	0	0.07036	0
v423	other_complex_sv	0.60814	1	0.01	0
v424	small_indel	0.01247	0	0.01	0
v425	snv	-0.68692	0	0.01	0
v426	duplication_long	0.68243	0	0.01024	1
v427	duplication_long	2.47573	0	0.02641	1
v428	snv	-0.68692	0	0.1487	0
v429	duplication_long	2.14934	0	0.01	1
v430	duplication_short	0.58137	0	0.01	1
v431	insertion_mei	2.00765	0	0.01729	0
v432	snv	-0.68692	0	0.01	0
v433	snv	-0.68692	0	0.01	0
v434	snv	-0.68692	1	0.01266	0
v435	snv	-0.68692	0	0.01	0
v436	snv	-0.68692	0	0.01	0
v437	snv	-0.68692	0	0.19992	0
v438	snv	-0.68692	0	0.01	0
v439	small_indel	0.16839	0	0.04636	0
v440	snv	-0.68692	0	0.01	0
v441	snv	-0.68692	0	0.12816	0
v442	snv	-0.68692	0	0.16809	0
v443	insertion_mei	1.60758	0	0.01	0
v444	snv	-0.68692	0	0.01	0
v445	deletion_short	0.8343	0	0.01	1
v446	duplication_long	2.02772	0	0.01	1
v447	duplication_short	2.0605	0	0.01	1
v448	snv	-0.68692	0	0.01	0
v449	insertion_mei	2.23661	0	0.02102	0
v450	snv	-0.68692	0	0.01	0
v451	snv	-0.68692	0	0.01	0
v452	snv	-0.68692	0	0.01387	0
v453	snv	-0.68692	0	0.01	0
v454	snv	-0.68692	0	0.01	0
v455	snv	-0.68692	0	0.01479	0
v456	snv	-0.68692	0	0.0645	0
v457	insertion_mei	0.43465	1	0.01	0
v458	snv	-0.68692	0	0.28588	0
v459	snv	-0.68692	0	0.17028	0
v460	str_vntr_repeat	2.4455	1	0.01	0
v461	snv	-0.68692	0	0.1236	0
v462	inversion_bnd_complex	2.47305	0	0.01	0
v463	snv	-0.68692	0	0.0398	0
v464	snv	-0.68692	0	0.01286	0
v465	snv	-0.68692	0	0.01	0
v466	snv	-0.68692	0	0.13433	0
v467	small_indel	0.07373	0	0.03146	0
v468	snv	-0.68692	0	0.02683	0
v469	insertion_mei	0.75498	0	0.02789	0
v470	deletion_long	1.19917	0	0.01	1
v471	snv	-0.68692	0	0.0492	0
v472	snv	-0.68692	0	0.01	0
v473	snv	-0.68692	0	0.0267	0
v474	duplication_long	2.52706	1	0.01	1
v475	snv	-0.68692	0	0.01	0
v476	snv	-0.68692	0	0.01	0
v477	small_indel	-0.0881	0	0.02618	0
v478	snv	-0.68692	0	0.01	0
v479	small_indel	-0.31118	0	0.01787	0
v480	duplication_short	0.74664	0	0.01	1
v481	small_indel	0.14312	1	0.05215	0
v482	snv	-0.68692	0	0.11512	0
v483	duplication_long	0.66638	0	0.01	1
v484	duplication_short	0.48637	0	0.01	1
v485	duplication_short	0.88843	0	0.01	1
v486	snv	-0.68692	0	0.01	0
v487	snv	-0.68692	0	0.05607	0
v488	deletion_long	1.80512	0	0.01	1
v489	snv	-0.68692	0	0.04848	0
v490	small_indel	0.1222	0	0.02582	0
v491	snv	-0.68692	0	0.01	0
v492	snv	-0.68692	0	0.36526	0
v493	snv	-0.68692	0	0.02303	0
v494	snv	-0.68692	0	0.01	0
v495	snv	-0.68692	0	0.01	0
v496	snv	-0.68692	0	0.01	0
v497	snv	-0.68692	0	0.01035	0
v498	deletion_long	1.47303	0	0.01	1
v499	small_indel	0.09103	0	0.0791	0
v500	snv	-0.68692	0	0.01	0
v501	small_indel	0.08254	0	0.02355	0
v502	snv	-0.68692	0	0.01141	0
v503	small_indel	0.0005	0	0.01	0
v504	small_indel	-0.14935	0	0.01123	0
v505	duplication_short	1.29623	0	0.01	1
v506	small_indel	-0.02547	0	0.01	0
v507	snv	-0.68692	0	0.01	0
v508	snv	-0.68692	0	0.01	0
v509	snv	-0.68692	0	0.02386	0
v510	snv	-0.68692	0	0.01	0
v511	snv	-0.68692	0	0.01	0
v512	small_indel	-0.01213	0	0.01215	0
v513	snv	-0.68692	0	0.01	0
v514	duplication_long	0.92943	0	0.01	1
v515	snv	-0.68692	0	0.06442	0
v516	snv	-0.68692	0	0.03861	0
v517	snv	-0.68692	0	0.02149	0
v518	snv	-0.68692	0	0.01341	0
v519	snv	-0.68692	0	0.01	0
v520	small_indel	-0.01213	0	0.03869	0
v521	small_indel	0.1561	0	0.01	0
v522	snv	-0.68692	1	0.01	0
v523	snv	-0.68692	0	0.05693	0
v524	snv	-0.68692	0	0.01	0
v525	snv	-0.68692	0	0.01	0
v526	duplication_short	0.80367	0	0.01	1
v527	str_vntr_repeat	1.8602	1	0.111	0
v528	snv	-0.68692	0	0.01	0
v529	insertion_mei	2.51449	1	0.01	0
v530	snv	-0.68692	0	0.01	0
v531	snv	-0.68692	0	0.01517	0
v532	deletion_short	1.82032	0	0.01	1
v533	snv	-0.68692	0	0.07771	0
v534	small_indel	0.07373	0	0.01	0
v535	snv	-0.68692	0	0.01665	0
v536	snv	-0.68692	0	0.0996	0
v537	snv	-0.68692	0	0.01	0
v538	duplication_short	0.87711	0	0.03016	1
v539	snv	-0.68692	0	0.07013	0
v540	small_indel	0.22168	0	0.01	0
v541	snv	-0.68692	0	0.01	0
v542	snv	-0.68692	0	0.01097	0
v543	inversion_bnd_complex	1.63114	0	0.01	0
v544	small_indel	0.02386	0	0.01	0
v545	snv	-0.68692	0	0.01	0
v546	snv	-0.68692	0	0.02322	0
v547	small_indel	0.1743	0	0.05842	0
v548	snv	-0.68692	0	0.075	0
v549	snv	-0.68692	0	0.01	0
v550	snv	-0.68692	0	0.05698	0
v551	deletion_short	1.09602	0	0.01	1
v552	deletion_short	2.08359	0	0.06831	1
v553	snv	-0.68692	0	0.02945	0
v554	snv	-0.68692	0	0.06226	0
v555	snv	-0.68692	1	0.01	0
v556	duplication_short	1.41963	0	0.01	1
v557	snv	-0.68692	0	0.01396	0
v558	snv	-0.68692	0	0.01	0
v559	str_vntr_repeat	1.09254	1	0.01	0
v560	snv	-0.68692	0	0.03269	0
v561	snv	-0.68692	0	0.01	0
v562	deletion_short	0.8856	0	0.01	1
v563	snv	-0.68692	0	0.01	0
v564	str_vntr_repeat	2.15905	1	0.05791	0
v565	snv	-0.68692	0	0.01	0
v566	snv	-0.68692	0	0.01	0
v567	snv	-0.68692	1	0.02259	0
v568	duplication_long	0.61002	0	0.01	1
v569	snv	-0.68692	0	0.01	0
v570	snv	-0.68692	0	0.02442	0
v571	deletion_short	1.90129	0	0.01	1
v572	small_indel	-0.26861	0	0.01	0
v573	snv	-0.68692	0	0.01	0
v574	other_complex_sv	2.49744	0	0.01	0
v575	snv	-0.68692	0	0.01	0
v576	duplication_long	2.50541	1	0.01	1
v577	snv	-0.68692	0	0.01	0
v578	snv	-0.68692	0	0.06323	0
v579	snv	-0.68692	0	0.03137	0
v580	snv	-0.68692	0	0.01	0
v581	duplication_short	1.53312	0	0.01	1
v582	snv	-0.68692	0	0.01	0
v583	deletion_short	0.90679	0	0.01	1
v584	other_complex_sv	0.95916	0	0.01	0
v585	small_indel	0.1561	0	0.01	0
v586	snv	-0.68692	0	0.0462	0
v587	other_complex_sv	1.24577	1	0.01	0
v588	small_indel	0.06457	1	0.01144	0
v589	snv	-0.68692	0	0.01	0
v590	duplication_short	2.40219	0	0.01718	1
v591	snv	-0.68692	0	0.01	0
v592	duplication_short	1.06988	0	0.01	1
v593	snv	-0.68692	0	0.10576	0
v594	snv	-0.68692	0	0.01	0
v595	snv	-0.68692	0	0.10964	0
v596	snv	-0.68692	0	0.02038	0
v597	small_indel	-0.36327	0	0.04187	0
v598	duplication_short	1.79845	0	0.05166	1
v599	snv	-0.68692	0	0.01	0
v600	snv	-0.68692	1	0.01	0
v601	insertion_mei	2.50772	1	0.01	0
v602	snv	-0.68692	0	0.01	0
v603	snv	-0.68692	0	0.19345	0
v604	deletion_long	1.24473	0	0.01	1
v605	snv	-0.68692	0	0.01	0
v606	snv	-0.68692	0	0.03948	0
v607	snv	-0.68692	0	0.01	0
v608	snv	-0.68692	0	0.01	0
v609	duplication_long	1.79539	0	0.02696	1
v610	snv	-0.68692	1	0.01	0
v611	snv	-0.68692	0	0.01347	0
v612	deletion_short	1.20174	0	0.07259	1
v613	snv	-0.68692	0	0.06999	0
v614	small_indel	-0.05469	0	0.01	0
v615	snv	-0.68692	1	0.14374	0
v616	snv	-0.68692	0	0.0693	0
v617	snv	-0.68692	0	0.01	0
v618	deletion_short	2.27528	0	0.01	1
v619	snv	-0.68692	0	0.01	0
v620	deletion_short	2.19421	0	0.02195	1
v621	snv	-0.68692	0	0.03625	0
v622	snv	-0.68692	0	0.04882	0
v623	inversion_bnd_complex	1.66509	0	0.01	0
v624	insertion_mei	1.95977	0	0.01	0
v625	inversion_bnd_complex	1.5089	1	0.01	0
v626	small_indel	0.02386	0	0.05638	0
v627	duplication_long	2.20956	0	0.01	1
v628	other_complex_sv	2.50116	0	0.01	0
v629	snv	-0.68692	1	0.01	0
v630	snv	-0.68692	1	0.03759	0
v631	inversion_bnd_complex	0.53781	0	0.01009	0
v632	small_indel	-0.01213	0	0.02806	0
v633	snv	-0.68692	0	0.01	0
v634	duplication_long	0.68326	0	0.01556	1
v635	snv	-0.68692	0	0.01594	0
v636	other_complex_sv	1.39879	0	0.03576	0
v637	snv	-0.68692	0	0.02319	0
v638	inversion_bnd_complex	0.65472	1	0.01	0
v639	small_indel	0.20693	0	0.07104	0
v640	snv	-0.68692	1	0.01	0
v641	snv	-0.68692	0	0.0301	0
v642	snv	-0.68692	0	0.03664	0
